GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Total,Margin of Error; Total
1500000US040130405273,040130405273,"Block Group 3, Census Tract 405.27, Maricopa County, Arizona",2321,287
1500000US040130405281,040130405281,"Block Group 1, Census Tract 405.28, Maricopa County, Arizona",814,169
1500000US040130405282,040130405282,"Block Group 2, Census Tract 405.28, Maricopa County, Arizona",1031,197
1500000US040130405283,040130405283,"Block Group 3, Census Tract 405.28, Maricopa County, Arizona",792,170
1500000US040130405284,040130405284,"Block Group 4, Census Tract 405.28, Maricopa County, Arizona",775,160
1500000US040130405285,040130405285,"Block Group 5, Census Tract 405.28, Maricopa County, Arizona",1508,307
1500000US040130405286,040130405286,"Block Group 6, Census Tract 405.28, Maricopa County, Arizona",1201,232
1500000US040130405291,040130405291,"Block Group 1, Census Tract 405.29, Maricopa County, Arizona",1196,164
1500000US040130405292,040130405292,"Block Group 2, Census Tract 405.29, Maricopa County, Arizona",594,117
1500000US040130405293,040130405293,"Block Group 3, Census Tract 405.29, Maricopa County, Arizona",240,74
1500000US040130405294,040130405294,"Block Group 4, Census Tract 405.29, Maricopa County, Arizona",1016,127
1500000US040130405301,040130405301,"Block Group 1, Census Tract 405.30, Maricopa County, Arizona",1733,360
1500000US040130405302,040130405302,"Block Group 2, Census Tract 405.30, Maricopa County, Arizona",2090,332
1500000US040130405311,040130405311,"Block Group 1, Census Tract 405.31, Maricopa County, Arizona",1323,202
1500000US040130405312,040130405312,"Block Group 2, Census Tract 405.31, Maricopa County, Arizona",756,135
1500000US040130405313,040130405313,"Block Group 3, Census Tract 405.31, Maricopa County, Arizona",458,158
1500000US040130405314,040130405314,"Block Group 4, Census Tract 405.31, Maricopa County, Arizona",1027,232
1500000US040130506031,040130506031,"Block Group 1, Census Tract 506.03, Maricopa County, Arizona",1151,385
1500000US040130506032,040130506032,"Block Group 2, Census Tract 506.03, Maricopa County, Arizona",3289,559
1500000US040130506033,040130506033,"Block Group 3, Census Tract 506.03, Maricopa County, Arizona",532,181
1500000US040130506041,040130506041,"Block Group 1, Census Tract 506.04, Maricopa County, Arizona",2573,449
1500000US040130506042,040130506042,"Block Group 2, Census Tract 506.04, Maricopa County, Arizona",1218,391
1500000US040130506051,040130506051,"Block Group 1, Census Tract 506.05, Maricopa County, Arizona",2447,469
1500000US040130506052,040130506052,"Block Group 2, Census Tract 506.05, Maricopa County, Arizona",1359,392
1500000US040130506053,040130506053,"Block Group 3, Census Tract 506.05, Maricopa County, Arizona",4068,640
1500000US040130506061,040130506061,"Block Group 1, Census Tract 506.06, Maricopa County, Arizona",2267,550
1500000US040130506062,040130506062,"Block Group 2, Census Tract 506.06, Maricopa County, Arizona",3823,781
1500000US040130506063,040130506063,"Block Group 3, Census Tract 506.06, Maricopa County, Arizona",3006,676
1500000US040130506071,040130506071,"Block Group 1, Census Tract 506.07, Maricopa County, Arizona",916,379
