"STATEFP10,C,2","COUNTYFP10,C,3","TRACTCE10,C,6","BLOCKCE10,C,4","GEOID10,C,15","NAME10,C,10","MTFCC10,C,5","UR10,C,1","UACE10,C,5","UATYP10,C,1","FUNCSTAT10,C,1","ALAND10,N,14,0","AWATER10,N,14,0","INTPTLAT10,C,11","INTPTLON10,C,12"
32,003,000515,2001,320030005152001,Block 2001,G5040,U,47995,U,S,75583,0,+36.1794427,-115.0644656
32,003,005702,1003,320030057021003,Block 1003,G5040,U,48016,C,S,96972,0,+35.1450575,-114.6241095
32,003,001717,1010,320030017171010,Block 1010,G5040,U,47995,U,S,88047,0,+36.1066802,-115.0941549
32,003,003204,5030,320030032045030,Block 5030,G5040,U,47995,U,S,44831,0,+36.2489717,-115.2685827
32,003,005106,2003,320030051062003,Block 2003,G5040,U,47995,U,S,16767,0,+36.0535704,-115.0702190
32,003,003219,2004,320030032192004,Block 2004,G5040,U,47995,U,S,17082,0,+36.1925584,-115.2625848
32,003,003615,1009,320030036151009,Block 1009,G5040,U,47995,U,S,20695,0,+36.2454338,-115.1268215
32,003,003243,2000,320030032432000,Block 2000,G5040,U,47995,U,S,20976,0,+36.2287691,-115.2792993
32,003,001200,3013,320030012003013,Block 3013,G5040,U,47995,U,S,28021,0,+36.1487499,-115.1504455
32,003,005853,1007,320030058531007,Block 1007,G5040,U,47995,U,S,31882,0,+36.0738956,-115.3040017
32,003,004703,1009,320030047031009,Block 1009,G5040,U,47995,U,S,243651,0,+36.2294779,-115.0766546
32,003,002942,3004,320030029423004,Block 3004,G5040,U,47995,U,S,88968,0,+36.1088050,-115.2405138
32,003,002841,1031,320030028411031,Block 1031,G5040,U,47995,U,S,42647,0,+35.9984571,-115.1648291
32,003,005902,1644,320030059021644,Block 1644,G5040,R,,,S,188696,0,+36.5903363,-114.6503640
32,003,005501,3013,320030055013013,Block 3013,G5040,R,,,S,4954,0,+35.9693189,-114.9079908
32,003,005106,2005,320030051062005,Block 2005,G5040,U,47995,U,S,30138,0,+36.0516279,-115.0731991
32,003,003423,3023,320030034233023,Block 3023,G5040,U,47995,U,S,11054,0,+36.1944340,-115.2115398
32,003,005336,3014,320030053363014,Block 3014,G5040,U,47995,U,S,1540,0,+36.0189911,-114.9648508
32,003,005613,2027,320030056132027,Block 2027,G5040,U,57871,C,S,1898,0,+36.5802749,-114.4561497
32,003,005010,2016,320030050102016,Block 2016,G5040,U,47995,U,S,62681,0,+36.0863157,-115.0365383
32,003,005712,1173,320030057121173,Block 1173,G5040,U,47995,U,S,10199,0,+35.9356079,-115.1040796
32,003,005902,1122,320030059021122,Block 1122,G5040,R,,,S,12745,0,+36.8105145,-115.8652097
32,003,005504,2007,320030055042007,Block 2007,G5040,U,09325,C,S,155266,0,+35.9662734,-114.8427624
32,003,005714,5020,320030057145020,Block 5020,G5040,U,47995,U,S,281653,0,+35.9446296,-115.1092674
32,003,003231,1036,320030032311036,Block 1036,G5040,U,47995,U,S,118065,0,+36.2544205,-115.3226850
32,003,002936,2007,320030029362007,Block 2007,G5040,U,47995,U,S,27417,0,+36.1231777,-115.2307225
32,003,005703,2453,320030057032453,Block 2453,G5040,R,,,S,17549918,0,+35.5313263,-114.7575933
32,003,003610,4007,320030036104007,Block 4007,G5040,U,47995,U,S,21311,0,+36.2365899,-115.1731800
32,003,002837,5003,320030028375003,Block 5003,G5040,U,47995,U,S,17981,0,+36.0551147,-115.1494082
32,003,000301,3031,320030003013031,Block 3031,G5040,U,47995,U,S,12801,0,+36.1854221,-115.1489806
32,003,002905,3002,320030029053002,Block 3002,G5040,U,47995,U,S,75596,0,+36.1536170,-115.2424205
32,003,005712,1130,320030057121130,Block 1130,G5040,U,47995,U,S,22858,0,+35.9535887,-115.1218482
32,003,005827,1167,320030058271167,Block 1167,G5040,R,,,S,78197,0,+35.8404486,-115.6526202
32,003,005015,1024,320030050151024,Block 1024,G5040,U,47995,U,S,28240,0,+36.1226362,-115.0395974
32,003,005703,2140,320030057032140,Block 2140,G5040,R,,,S,15013,0,+35.6265997,-115.3637371
32,003,000105,2012,320030001052012,Block 2012,G5040,U,47995,U,S,22245,0,+36.1643276,-115.2043423
32,003,003429,4011,320030034294011,Block 4011,G5040,U,47995,U,S,9909,0,+36.1895477,-115.1967843
32,003,003314,2028,320030033142028,Block 2028,G5040,R,,,S,4119,0,+36.3165375,-115.2255049
32,003,004714,2003,320030047142003,Block 2003,G5040,U,47995,U,S,16773,0,+36.2321134,-115.0924809
32,003,003800,1016,320030038001016,Block 1016,G5040,U,47995,U,S,9787,0,+36.1981390,-115.1372229
32,003,002830,2006,320030028302006,Block 2006,G5040,U,47995,U,S,11076,0,+36.0424023,-115.1385349
32,003,003236,1010,320030032361010,Block 1010,G5040,U,47995,U,S,531,0,+36.2766146,-115.2862765
32,003,001502,2015,320030015022015,Block 2015,G5040,U,47995,U,S,49611,0,+36.1562930,-115.0942915
32,003,004200,2001,320030042002001,Block 2001,G5040,U,47995,U,S,27050,0,+36.2082512,-115.0994243
32,003,005902,1499,320030059021499,Block 1499,G5040,R,,,S,3542,0,+36.2837107,-115.0242075
32,003,005703,3322,320030057033322,Block 3322,G5040,R,,,S,140348,0,+35.3207787,-114.8017613
32,003,000204,1003,320030002041003,Block 1003,G5040,U,47995,U,S,68869,0,+36.1580031,-115.1636034
32,003,003001,1007,320030030011007,Block 1007,G5040,U,47995,U,S,30439,0,+36.1697182,-115.2358720
32,003,005348,1012,320030053481012,Block 1012,G5040,U,47995,U,S,32779,0,+35.9771385,-115.1168490
32,003,005434,2011,320030054342011,Block 2011,G5040,U,47995,U,S,11174,0,+36.0354027,-114.9500689
32,003,003625,2011,320030036252011,Block 2011,G5040,U,47995,U,S,35037,0,+36.2486700,-115.1299959
32,003,005105,2004,320030051052004,Block 2004,G5040,U,47995,U,S,39543,0,+36.0692370,-115.0231224
32,003,004601,2010,320030046012010,Block 2010,G5040,U,47995,U,S,16156,0,+36.2241621,-115.1176481
32,003,005357,2012,320030053572012,Block 2012,G5040,U,47995,U,S,5674,0,+36.0189590,-115.0456295
32,003,000518,3010,320030005183010,Block 3010,G5040,U,47995,U,S,23212,0,+36.1629685,-115.0883594
32,003,003238,1027,320030032381027,Block 1027,G5040,U,47995,U,S,2344,0,+36.2320026,-115.3226233
32,003,003634,2002,320030036342002,Block 2002,G5040,U,47995,U,S,38692,0,+36.2601104,-115.1763617
32,003,003211,2003,320030032112003,Block 2003,G5040,U,47995,U,S,22397,0,+36.2150527,-115.2807648
32,003,003612,2006,320030036122006,Block 2006,G5040,U,47995,U,S,29497,0,+36.2237613,-115.1924217
32,003,003303,1002,320030033031002,Block 1002,G5040,U,47995,U,S,21862,0,+36.2756742,-115.2527396
32,003,007500,1102,320030075001102,Block 1102,G5040,R,,,S,76830,0,+36.1136630,-115.4492584
32,003,005438,2001,320030054382001,Block 2001,G5040,U,47995,U,S,25782,0,+36.0571789,-114.9963401
32,003,005714,3001,320030057143001,Block 3001,G5040,U,47995,U,S,577561,0,+35.9639838,-115.1007999
32,003,007500,1193,320030075001193,Block 1193,G5040,R,,,S,41315,0,+36.3277222,-115.3501838
32,003,005101,5004,320030051015004,Block 5004,G5040,U,47995,U,S,29692,0,+36.0765544,-115.0492291
32,003,002201,3058,320030022013058,Block 3058,G5040,U,47995,U,S,43988,0,+36.1279018,-115.1773356
32,003,000109,3007,320030001093007,Block 3007,G5040,U,47995,U,S,8739,0,+36.1778473,-115.2162477
32,003,005712,1000,320030057121000,Block 1000,G5040,R,,,S,1034440,0,+35.9754509,-115.1494043
32,003,002847,2008,320030028472008,Block 2008,G5040,U,47995,U,S,2113,0,+36.0575301,-115.1408442
32,003,002962,1008,320030029621008,Block 1008,G5040,U,47995,U,S,63198,0,+36.0963309,-115.1915815
32,003,007600,3088,320030076003088,Block 3088,G5040,R,,,S,15190762,0,+36.7169013,-114.1580500
32,003,002939,2032,320030029392032,Block 2032,G5040,U,47995,U,S,41096,0,+36.1302577,-115.2508589
32,003,002985,1065,320030029851065,Block 1065,G5040,U,47995,U,S,28588,0,+36.0453971,-115.1815681
32,003,005436,4002,320030054364002,Block 4002,G5040,U,47995,U,S,17540,0,+36.0808381,-115.0153886
32,003,000523,1009,320030005231009,Block 1009,G5040,U,47995,U,S,21216,0,+36.1620076,-115.1149077
32,003,001801,1003,320030018011003,Block 1003,G5040,U,47995,U,S,11626,0,+36.1416302,-115.1027607
32,003,003700,1015,320030037001015,Block 1015,G5040,U,47995,U,S,33312,0,+36.2071933,-115.1485397
32,003,005435,1055,320030054351055,Block 1055,G5040,U,47995,U,S,80221,0,+36.0598325,-114.9519417
32,003,007800,1057,320030078001057,Block 1057,G5040,R,,,S,201373,0,+36.2554835,-114.9491144
32,003,003213,1001,320030032131001,Block 1001,G5040,U,47995,U,S,321480,0,+36.2101666,-115.3186449
32,003,005005,2005,320030050052005,Block 2005,G5040,U,47995,U,S,9591,0,+36.1234044,-115.0627230
32,003,005347,1008,320030053471008,Block 1008,G5040,U,47995,U,S,14138,0,+35.9792224,-115.1039669
32,003,005348,1008,320030053481008,Block 1008,G5040,U,47995,U,S,17244,0,+35.9806802,-115.1191552
32,003,003229,1011,320030032291011,Block 1011,G5040,R,,,S,1006,0,+36.3294708,-115.3333843
32,003,001502,1017,320030015021017,Block 1017,G5040,U,47995,U,S,11058,0,+36.1506056,-115.1010631
32,003,005200,2006,320030052002006,Block 2006,G5040,U,47995,U,S,9001,0,+36.0346269,-114.9799753
32,003,002953,4003,320030029534003,Block 4003,G5040,U,47995,U,S,30068,0,+36.1089718,-115.2583012
32,003,005703,3126,320030057033126,Block 3126,G5040,R,,,S,10300,0,+35.3826992,-115.0973324
32,003,005713,2022,320030057132022,Block 2022,G5040,U,47995,U,S,10981,0,+35.9401597,-115.0999767
32,003,002975,2001,320030029752001,Block 2001,G5040,U,47995,U,S,26263,0,+36.0907769,-115.2453683
32,003,005716,1000,320030057161000,Block 1000,G5040,U,47995,U,S,9495,0,+35.9528820,-115.0893121
32,003,003232,4024,320030032324024,Block 4024,G5040,U,47995,U,S,43000,0,+36.2546995,-115.2872126
32,003,005714,4013,320030057144013,Block 4013,G5040,U,47995,U,S,40026,0,+35.9553972,-115.1054209
32,003,002501,3001,320030025013001,Block 3001,G5040,U,47995,U,S,17754,0,+36.1193224,-115.1195065
32,003,005848,2000,320030058482000,Block 2000,G5040,U,47995,U,S,106118,0,+36.1026464,-115.2962682
32,003,001901,4004,320030019014004,Block 4004,G5040,U,47995,U,S,20284,0,+36.1392768,-115.1308638
32,003,002939,2011,320030029392011,Block 2011,G5040,U,47995,U,S,41030,0,+36.1393242,-115.2530651
32,003,005844,2011,320030058442011,Block 2011,G5040,U,47995,U,S,40932,0,+36.1392576,-115.3309159
32,003,003218,1008,320030032181008,Block 1008,G5040,U,47995,U,S,22446,0,+36.2007733,-115.2967275
32,003,005101,4006,320030051014006,Block 4006,G5040,U,47995,U,S,14647,0,+36.0716777,-115.0521719
32,003,004907,1018,320030049071018,Block 1018,G5040,U,47995,U,S,73840,0,+36.1612434,-115.0436137
32,003,005902,1571,320030059021571,Block 1571,G5040,R,,,S,270519,0,+36.6566574,-114.6351871
32,003,004100,3000,320030041003000,Block 3000,G5040,U,47995,U,S,28427,0,+36.1917569,-115.1095528
32,003,003229,1006,320030032291006,Block 1006,G5040,R,,,S,163412,0,+36.3342709,-115.3263155
32,003,003626,1011,320030036261011,Block 1011,G5040,U,47995,U,S,29579,0,+36.2623145,-115.1056186
32,003,005904,1018,320030059041018,Block 1018,G5040,R,,,S,6801044,0,+36.8077977,-114.1764333
32,003,005105,1035,320030051051035,Block 1035,G5040,U,47995,U,S,478749,0,+36.0593506,-115.0334342
32,003,005703,2090,320030057032090,Block 2090,G5040,R,,,S,332635,0,+35.6901004,-114.9591407
32,003,005703,2307,320030057032307,Block 2307,G5040,R,,,S,536376,0,+35.7530144,-114.8469339
32,003,001613,1007,320030016131007,Block 1007,G5040,U,47995,U,S,23280,0,+36.1332389,-115.0808385
32,003,005322,1002,320030053221002,Block 1002,G5040,U,47995,U,S,20130,0,+36.0232858,-115.1170349
32,003,002833,2008,320030028332008,Block 2008,G5040,U,47995,U,S,9603,0,+36.0240602,-115.1438997
32,003,004401,1000,320030044011000,Block 1000,G5040,U,47995,U,S,77324,0,+36.2090594,-115.1105559
32,003,003412,2016,320030034122016,Block 2016,G5040,U,47995,U,S,4670,0,+36.2261022,-115.2377766
32,003,005902,1564,320030059021564,Block 1564,G5040,R,,,S,1859,0,+36.6716408,-114.5935961
32,003,003638,1035,320030036381035,Block 1035,G5040,U,47995,U,S,261099,0,+36.2630929,-115.1402694
32,003,003229,1007,320030032291007,Block 1007,G5040,R,,,S,81025,0,+36.3342630,-115.3296592
32,003,002967,2002,320030029672002,Block 2002,G5040,U,47995,U,S,9935,0,+36.0937395,-115.2224292
32,003,002978,1038,320030029781038,Block 1038,G5040,U,47995,U,S,37703,0,+36.0222806,-115.2553620
32,003,002832,1009,320030028321009,Block 1009,G5040,U,47995,U,S,14843,0,+36.0231108,-115.1649478
32,003,002832,1001,320030028321001,Block 1001,G5040,U,47995,U,S,12350,0,+36.0243837,-115.1672666
32,003,005711,1002,320030057111002,Block 1002,G5040,R,,,S,1109271,0,+35.9780038,-114.9216239
32,003,005716,3007,320030057163007,Block 3007,G5040,U,47995,U,S,21589,0,+35.9508087,-115.0789013
32,003,005433,2017,320030054332017,Block 2017,G5040,U,47995,U,S,20029,0,+36.0086913,-114.9264300
32,003,000107,2001,320030001072001,Block 2001,G5040,U,47995,U,S,114936,0,+36.1623931,-115.2150989
32,003,005703,2565,320030057032565,Block 2565,G5040,R,,,S,101032,0,+35.4852156,-115.1860871
32,003,003628,1096,320030036281096,Block 1096,G5040,U,47995,U,S,294610,0,+36.2516546,-115.0455069
32,003,005613,2055,320030056132055,Block 2055,G5040,R,,,S,40298,0,+36.5308845,-114.4365149
32,003,005716,2028,320030057162028,Block 2028,G5040,U,47995,U,S,7351,0,+35.9429603,-115.0867085
32,003,005833,1050,320030058331050,Block 1050,G5040,U,47995,U,S,14908,0,+35.9994873,-115.2183193
32,003,003610,3016,320030036103016,Block 3016,G5040,U,47995,U,S,16383,0,+36.2329009,-115.1875230
32,003,005845,2003,320030058452003,Block 2003,G5040,U,47995,U,S,44272,0,+36.1243339,-115.3167498
32,003,000109,3008,320030001093008,Block 3008,G5040,U,47995,U,S,27375,0,+36.1782128,-115.2219470
32,003,005840,1003,320030058401003,Block 1003,G5040,R,,,S,80020983,0,+36.0951390,-115.3994840
32,003,005827,1263,320030058271263,Block 1263,G5040,R,,,S,3817,0,+35.8320586,-115.4329435
32,003,003001,1006,320030030011006,Block 1006,G5040,U,47995,U,S,26464,0,+36.1699593,-115.2369061
32,003,006800,4087,320030068004087,Block 4087,G5040,U,47995,U,S,106947,0,+36.0874174,-115.1477919
32,003,003252,3001,320030032523001,Block 3001,G5040,U,47995,U,S,28899,0,+36.2051408,-115.3020999
32,003,005347,2046,320030053472046,Block 2046,G5040,U,47995,U,S,39376,0,+35.9619686,-115.1220888
32,003,005433,4019,320030054334019,Block 4019,G5040,U,47995,U,S,20358,0,+36.0014310,-114.9309315
32,003,002841,1003,320030028411003,Block 1003,G5040,U,47995,U,S,97718,0,+36.0116853,-115.1620816
32,003,005432,3024,320030054323024,Block 3024,G5040,U,47995,U,S,5077,0,+36.0181878,-114.9538308
32,003,005837,1005,320030058371005,Block 1005,G5040,U,47995,U,S,88395,0,+35.9845384,-115.1922108
32,003,005827,2024,320030058272024,Block 2024,G5040,R,,,S,36618,0,+35.8450412,-115.6638331
32,003,005843,1000,320030058431000,Block 1000,G5040,U,47995,U,S,203078,0,+36.1556891,-115.3173781
32,003,005711,1136,320030057111136,Block 1136,G5040,R,,,S,848224,0,+35.8509395,-114.9893401
32,003,005703,3130,320030057033130,Block 3130,G5040,R,,,S,11897,0,+35.4542244,-115.1468929
32,003,005840,1106,320030058401106,Block 1106,G5040,U,47995,U,S,13731,0,+36.0340317,-115.3029837
32,003,001402,3005,320030014023005,Block 3005,G5040,U,47995,U,S,13851,0,+36.1506248,-115.1242876
32,003,000103,4008,320030001034008,Block 4008,G5040,U,47995,U,S,20223,0,+36.1604613,-115.2296146
32,003,005703,2000,320030057032000,Block 2000,G5040,R,,,S,932,0,+36.0165152,-114.7376596
32,003,005703,2397,320030057032397,Block 2397,G5040,R,,,S,11309,0,+35.5927411,-114.8877474
32,003,002978,1030,320030029781030,Block 1030,G5040,U,47995,U,S,37264,0,+36.0257000,-115.2528351
32,003,003621,1022,320030036211022,Block 1022,G5040,U,47995,U,S,286913,0,+36.3012586,-115.1735600
32,003,005703,2420,320030057032420,Block 2420,G5040,R,,,S,7842,0,+35.5867829,-114.8847716
32,003,002848,3015,320030028483015,Block 3015,G5040,U,47995,U,S,6258,0,+36.0597457,-115.1287125
32,003,001718,1006,320030017181006,Block 1006,G5040,U,47995,U,S,14816,0,+36.1031675,-115.0622188
32,003,005703,2350,320030057032350,Block 2350,G5040,R,,,S,71574,0,+35.6751344,-114.7597068
32,003,003420,3029,320030034203029,Block 3029,G5040,U,47995,U,S,10735,0,+36.1958512,-115.2066667
32,003,000700,3038,320030007003038,Block 3038,G5040,U,47995,U,S,16852,0,+36.1684158,-115.1404705
32,003,000105,1008,320030001051008,Block 1008,G5040,U,47995,U,S,24786,0,+36.1678549,-115.1991185
32,003,003250,2011,320030032502011,Block 2011,G5040,U,47995,U,S,14709,0,+36.1810381,-115.3354279
32,003,001707,1004,320030017071004,Block 1004,G5040,U,47995,U,S,11238,0,+36.1295524,-115.1158559
32,003,003211,1002,320030032111002,Block 1002,G5040,U,47995,U,S,84465,0,+36.2152080,-115.3082295
32,003,001608,2016,320030016082016,Block 2016,G5040,U,47995,U,S,153232,0,+36.1402102,-115.0930484
32,003,002824,2001,320030028242001,Block 2001,G5040,U,47995,U,S,61535,0,+36.0907622,-115.1034199
32,003,003629,2000,320030036292000,Block 2000,G5040,U,47995,U,S,269133,0,+36.2727133,-115.1937609
32,003,007600,3060,320030076003060,Block 3060,G5040,R,,,S,15924,0,+36.7722322,-114.1288829
32,003,003208,1020,320030032081020,Block 1020,G5040,U,47995,U,S,76109,0,+36.2426061,-115.2616245
32,003,007800,1016,320030078001016,Block 1016,G5040,R,,,S,1398,0,+36.2391695,-114.9140681
32,003,005902,1081,320030059021081,Block 1081,G5040,R,,,S,178778,0,+36.7780349,-114.9230062
32,003,005014,3003,320030050143003,Block 3003,G5040,U,47995,U,S,4249,0,+36.1056360,-115.0473811
32,003,005613,4103,320030056134103,Block 4103,G5040,R,,,S,9328593,0,+36.4792541,-114.7284684
32,003,007600,2094,320030076002094,Block 2094,G5040,U,57871,C,S,241010,0,+36.5834821,-114.4731188
32,003,005423,3007,320030054233007,Block 3007,G5040,U,47995,U,S,139268,0,+36.0310980,-114.9688484
32,003,003232,1007,320030032321007,Block 1007,G5040,U,47995,U,S,11233,0,+36.2817674,-115.3172468
32,003,005317,3006,320030053173006,Block 3006,G5040,U,47995,U,S,62788,0,+36.0299501,-115.0971699
32,003,003306,4008,320030033064008,Block 4008,G5040,U,47995,U,S,13756,0,+36.2518843,-115.2091033
32,003,002962,1101,320030029621101,Block 1101,G5040,U,47995,U,S,158153,0,+36.0844073,-115.2100666
32,003,002842,1029,320030028421029,Block 1029,G5040,U,47995,U,S,7785,0,+35.9715132,-115.1666633
32,003,005436,3002,320030054363002,Block 3002,G5040,U,47995,U,S,21666,0,+36.0718789,-114.9947924
32,003,005822,3003,320030058223003,Block 3003,G5040,U,47995,U,S,24298,0,+36.1679344,-115.3406519
32,003,002916,1001,320030029161001,Block 1001,G5040,U,47995,U,S,26488,0,+36.1582558,-115.2522132
32,003,003634,2004,320030036342004,Block 2004,G5040,U,47995,U,S,12158,0,+36.2587232,-115.1763347
32,003,002980,3014,320030029803014,Block 3014,G5040,U,47995,U,S,6938,0,+36.0538703,-115.2353822
32,003,006900,2000,320030069002000,Block 2000,G5040,U,47995,U,S,87138,0,+36.0849331,-115.0938242
32,003,002950,1003,320030029501003,Block 1003,G5040,U,47995,U,S,4240,0,+36.1115637,-115.2650228
32,003,002206,1005,320030022061005,Block 1005,G5040,U,47995,U,S,40863,0,+36.1291736,-115.1957825
32,003,003237,1002,320030032371002,Block 1002,G5040,U,47995,U,S,13356,0,+36.2469261,-115.3257658
32,003,005703,3158,320030057033158,Block 3158,G5040,R,,,S,14844,0,+35.4609345,-114.9324845
32,003,005853,2013,320030058532013,Block 2013,G5040,U,47995,U,S,90331,0,+36.0641662,-115.3045417
32,003,003228,3014,320030032283014,Block 3014,G5040,U,47995,U,S,8641,0,+36.3020376,-115.2916333
32,003,003227,2010,320030032272010,Block 2010,G5040,U,47995,U,S,424,0,+36.1657937,-115.3235699
32,003,000600,2008,320030006002008,Block 2008,G5040,U,47995,U,S,23084,0,+36.1617525,-115.1292091
32,003,003639,1014,320030036391014,Block 1014,G5040,U,47995,U,S,18098,0,+36.2571535,-115.1512043
32,003,005902,1200,320030059021200,Block 1200,G5040,R,,,S,1296,0,+36.4773073,-115.4678585
32,003,005016,1029,320030050161029,Block 1029,G5040,U,47995,U,S,1581,0,+36.0924971,-115.0388997
32,003,005711,1140,320030057111140,Block 1140,G5040,R,,,S,11012820,0,+35.8464858,-115.1946380
32,003,005902,1002,320030059021002,Block 1002,G5040,R,,,S,662348,0,+36.7812536,-114.1836352
32,003,003629,1026,320030036291026,Block 1026,G5040,U,47995,U,S,32921,0,+36.2643183,-115.2049289
32,003,005200,2014,320030052002014,Block 2014,G5040,U,47995,U,S,3710,0,+36.0336617,-114.9822900
32,003,003620,1017,320030036201017,Block 1017,G5040,U,47995,U,S,10909,0,+36.2773491,-115.1874006
32,003,005703,2162,320030057032162,Block 2162,G5040,R,,,S,96260,0,+35.7286513,-115.3603334
32,003,005315,1004,320030053151004,Block 1004,G5040,U,47995,U,S,58167,0,+36.0469583,-115.0684454
32,003,003238,3018,320030032383018,Block 3018,G5040,U,47995,U,S,7821,0,+36.2302956,-115.3285388
32,003,005013,1004,320030050131004,Block 1004,G5040,U,47995,U,S,37255,0,+36.1264276,-115.0321494
32,003,005714,5022,320030057145022,Block 5022,G5040,U,47995,U,S,12889,0,+35.9451682,-115.1154411
32,003,002838,1004,320030028381004,Block 1004,G5040,U,47995,U,S,96788,0,+36.0478893,-115.1260245
32,003,005337,1003,320030053371003,Block 1003,G5040,U,47995,U,S,536,0,+36.0180967,-115.0769372
32,003,001004,5000,320030010045000,Block 5000,G5040,U,47995,U,S,44497,0,+36.1505584,-115.1952704
32,003,003409,3000,320030034093000,Block 3000,G5040,U,47995,U,S,167982,0,+36.2337553,-115.2412510
32,003,003414,1016,320030034141016,Block 1016,G5040,U,47995,U,S,133644,0,+36.2339639,-115.2142814
32,003,005105,1079,320030051051079,Block 1079,G5040,U,47995,U,S,24365,0,+36.0694891,-115.0307400
32,003,005711,1142,320030057111142,Block 1142,G5040,R,,,S,10431,0,+35.8576625,-114.9811661
32,003,003307,2004,320030033072004,Block 2004,G5040,U,47995,U,S,12071,0,+36.2693286,-115.2174545
32,003,005827,1055,320030058271055,Block 1055,G5040,R,,,S,9183,0,+36.0190674,-115.3158383
32,003,005826,3001,320030058263001,Block 3001,G5040,U,47995,U,S,92192,0,+36.1193731,-115.2802333
32,003,005834,1083,320030058341083,Block 1083,G5040,U,47995,U,S,87735,0,+36.0006895,-115.1907277
32,003,002811,2005,320030028112005,Block 2005,G5040,U,47995,U,S,15940,0,+36.0378180,-115.1290728
32,003,000521,2011,320030005212011,Block 2011,G5040,U,47995,U,S,16845,0,+36.1655207,-115.1216343
32,003,006202,1015,320030062021015,Block 1015,G5040,U,47995,U,S,42382,0,+36.1965445,-115.0371096
32,003,003636,2001,320030036362001,Block 2001,G5040,U,47995,U,S,26316,0,+36.2704354,-115.1546451
32,003,005613,3012,320030056133012,Block 3012,G5040,U,57871,C,S,19118,0,+36.5982859,-114.4648703
32,003,004401,3011,320030044013011,Block 3011,G5040,U,47995,U,S,19931,0,+36.2038505,-115.1178846
32,003,003641,2023,320030036412023,Block 2023,G5040,U,47995,U,S,12099,0,+36.2366528,-115.1450024
32,003,003215,2000,320030032152000,Block 2000,G5040,U,47995,U,S,39248,0,+36.2026930,-115.2719568
32,003,003005,2003,320030030052003,Block 2003,G5040,U,47995,U,S,23189,0,+36.1695342,-115.2574515
32,003,007800,1114,320030078001114,Block 1114,G5040,R,,,S,1670352,0,+36.2339553,-114.9579887
32,003,005703,2107,320030057032107,Block 2107,G5040,R,,,S,23536,0,+35.7424392,-115.1404617
32,003,003239,3002,320030032393002,Block 3002,G5040,U,47995,U,S,41279,0,+36.2268559,-115.3243673
32,003,003316,3010,320030033163010,Block 3010,G5040,U,47995,U,S,294618,0,+36.3173321,-115.3004731
32,003,005613,4305,320030056134305,Block 4305,G5040,R,,,S,309202,0,+36.0356505,-114.8067519
32,003,003627,2005,320030036272005,Block 2005,G5040,U,47995,U,S,4082,0,+36.2729341,-115.1128473
32,003,003634,2009,320030036342009,Block 2009,G5040,U,47995,U,S,34543,0,+36.2593831,-115.1736414
32,003,003232,4031,320030032324031,Block 4031,G5040,U,47995,U,S,42923,0,+36.2528592,-115.2872017
32,003,006201,1022,320030062011022,Block 1022,G5040,U,47995,U,S,34018,0,+36.1989185,-115.0606491
32,003,005826,3004,320030058263004,Block 3004,G5040,U,47995,U,S,66927,0,+36.1213023,-115.2853394
32,003,000204,2001,320030002042001,Block 2001,G5040,U,47995,U,S,16378,0,+36.1588326,-115.1586031
32,003,005501,2027,320030055012027,Block 2027,G5040,R,,,S,2794973,0,+35.9497321,-114.8961359
32,003,002905,3005,320030029053005,Block 3005,G5040,U,47995,U,S,36937,0,+36.1503669,-115.2394688
32,003,000107,1001,320030001071001,Block 1001,G5040,U,47995,U,S,35922,0,+36.1647719,-115.2112059
32,003,005105,2022,320030051052022,Block 2022,G5040,U,47995,U,S,105402,0,+36.0689429,-115.0271777
32,003,002833,2004,320030028332004,Block 2004,G5040,U,47995,U,S,9451,0,+36.0247392,-115.1438724
32,003,005851,1008,320030058511008,Block 1008,G5040,U,47995,U,S,5681,0,+36.0999716,-115.2903712
32,003,001713,1004,320030017131004,Block 1004,G5040,U,47995,U,S,91070,0,+36.1132034,-115.0843028
32,003,003429,4000,320030034294000,Block 4000,G5040,U,47995,U,S,26961,0,+36.1943362,-115.1921725
32,003,002605,1002,320030026051002,Block 1002,G5040,U,47995,U,S,24347,0,+36.1102176,-115.1624133
32,003,004500,3009,320030045003009,Block 3009,G5040,U,47995,U,S,16953,0,+36.2123143,-115.1112255
32,003,002835,2001,320030028352001,Block 2001,G5040,U,47995,U,S,15170,0,+36.0090109,-115.1474623
32,003,005904,1062,320030059041062,Block 1062,G5040,U,56413,C,S,1287,0,+36.8033870,-114.1061819
32,003,005335,3031,320030053353031,Block 3031,G5040,U,47995,U,S,21434,0,+36.0130109,-114.9866695
32,003,005504,2001,320030055042001,Block 2001,G5040,U,09325,C,S,45944,0,+35.9658656,-114.8388310
32,003,003631,1002,320030036311002,Block 1002,G5040,U,47995,U,S,1366,0,+36.2744887,-115.1865298
32,003,005346,1011,320030053461011,Block 1011,G5040,U,47995,U,S,10429,0,+35.9931966,-115.1183580
32,003,002834,3009,320030028343009,Block 3009,G5040,U,47995,U,S,3434,0,+36.0146173,-115.1460160
32,003,003250,2014,320030032502014,Block 2014,G5040,U,47995,U,S,459602,0,+36.1741067,-115.3353494
32,003,005501,2034,320030055012034,Block 2034,G5040,R,,,S,102494,0,+35.9235331,-114.9151341
32,003,001003,1041,320030010031041,Block 1041,G5040,U,47995,U,S,2412,0,+36.1460581,-115.2181015
