"STATEFP10,C,2","COUNTYFP10,C,3","TRACTCE10,C,6","BLOCKCE10,C,4","GEOID10,C,15","NAME10,C,10","MTFCC10,C,5","UR10,C,1","UACE10,C,5","UATYP10,C,1","FUNCSTAT10,C,1","ALAND10,N,14,0","AWATER10,N,14,0","INTPTLAT10,C,11","INTPTLON10,C,12"
32,003,003320,1007,320030033201007,Block 1007,G5040,U,47995,U,S,22814,0,+36.2898537,-115.2690697
32,003,001611,3006,320030016113006,Block 3006,G5040,U,47995,U,S,15585,0,+36.1564994,-115.0733055
32,003,005713,1057,320030057131057,Block 1057,G5040,U,47995,U,S,13500,0,+35.9330965,-115.0959950
32,003,005011,2011,320030050112011,Block 2011,G5040,U,47995,U,S,16758,0,+36.0911708,-115.0599171
32,003,005832,1065,320030058321065,Block 1065,G5040,U,47995,U,S,6330,0,+35.9860000,-115.2504428
32,003,002843,2007,320030028432007,Block 2007,G5040,U,47995,U,S,11750,0,+35.9947339,-115.1376335
32,003,000204,1009,320030002041009,Block 1009,G5040,U,47995,U,S,27881,0,+36.1546194,-115.1701587
32,003,002967,3000,320030029673000,Block 3000,G5040,U,47995,U,S,3852,0,+36.0999152,-115.2167017
32,003,003310,1036,320030033101036,Block 1036,G5040,U,47995,U,S,19473,0,+36.3071066,-115.2371126
32,003,005807,4007,320030058074007,Block 4007,G5040,U,47995,U,S,20543,0,+36.1309547,-115.3030737
32,003,005904,1043,320030059041043,Block 1043,G5040,R,,,S,10017,0,+36.8191960,-114.1004823
32,003,003420,3025,320030034203025,Block 3025,G5040,U,47995,U,S,65942,0,+36.1965840,-115.2176000
32,003,000402,3002,320030004023002,Block 3002,G5040,U,47995,U,S,10611,0,+36.1765458,-115.1344243
32,003,007800,3009,320030078003009,Block 3009,G5040,U,47995,U,S,18215,0,+36.2311739,-115.0584556
32,003,005613,4268,320030056134268,Block 4268,G5040,R,,,S,182322,0,+36.0192590,-114.8218570
32,003,005613,4064,320030056134064,Block 4064,G5040,R,,,S,3123,0,+36.5145951,-114.4233738
32,003,005827,2011,320030058272011,Block 2011,G5040,R,,,S,84427,0,+35.8468944,-115.6828448
32,003,007600,3108,320030076003108,Block 3108,G5040,R,,,S,1380856,0,+36.6153244,-114.1848332
32,003,005012,1001,320030050121001,Block 1001,G5040,U,47995,U,S,33119,0,+36.1047998,-115.0438939
32,003,002843,1008,320030028431008,Block 1008,G5040,U,47995,U,S,22115,0,+35.9925963,-115.1504582
32,003,003239,2006,320030032392006,Block 2006,G5040,U,47995,U,S,87861,0,+36.2242195,-115.3176143
32,003,005713,2003,320030057132003,Block 2003,G5040,U,47995,U,S,17649,0,+35.9438998,-115.0981056
32,003,005712,1161,320030057121161,Block 1161,G5040,U,47995,U,S,11852,0,+35.9322436,-115.1022370
32,003,006104,2000,320030061042000,Block 2000,G5040,U,47995,U,S,19494,0,+36.1669041,-115.0180038
32,003,000525,2001,320030005252001,Block 2001,G5040,U,47995,U,S,17745,0,+36.1826380,-115.1090986
32,003,003228,2001,320030032282001,Block 2001,G5040,U,47995,U,S,27506,0,+36.2973226,-115.2934212
32,003,005335,2026,320030053352026,Block 2026,G5040,U,47995,U,S,20249,0,+36.0193771,-114.9888895
32,003,005840,1044,320030058401044,Block 1044,G5040,U,47995,U,S,13879,0,+36.0393165,-115.3013004
32,003,005200,3011,320030052003011,Block 3011,G5040,U,47995,U,S,30823,0,+36.0289125,-114.9897260
32,003,003420,2004,320030034202004,Block 2004,G5040,U,47995,U,S,23473,0,+36.2018309,-115.2209794
32,003,005827,2110,320030058272110,Block 2110,G5040,R,,,S,116653,0,+35.8259211,-115.6599953
32,003,002834,2004,320030028342004,Block 2004,G5040,U,47995,U,S,17790,0,+36.0176291,-115.1436373
32,003,003410,1008,320030034101008,Block 1008,G5040,U,47995,U,S,57053,0,+36.2432108,-115.2127972
32,003,005826,2000,320030058262000,Block 2000,G5040,U,47995,U,S,41331,0,+36.1176985,-115.2891386
32,003,005104,3005,320030051043005,Block 3005,G5040,U,47995,U,S,43804,0,+36.0608589,-115.0672370
32,003,003214,2007,320030032142007,Block 2007,G5040,U,47995,U,S,18917,0,+36.2079855,-115.2802648
32,003,004915,1002,320030049151002,Block 1002,G5040,U,47995,U,S,40616,0,+36.1870998,-115.0507215
32,003,005607,1002,320030056071002,Block 1002,G5040,U,56413,C,S,41996,0,+36.8092783,-114.0731630
32,003,002967,3009,320030029673009,Block 3009,G5040,U,47995,U,S,3152,0,+36.0977715,-115.2169772
32,003,003630,3011,320030036303011,Block 3011,G5040,U,47995,U,S,6339,0,+36.2470178,-115.1992453
32,003,007800,2006,320030078002006,Block 2006,G5040,U,47995,U,S,114614,0,+36.2431474,-115.0395147
32,003,001004,3021,320030010043021,Block 3021,G5040,U,47995,U,S,10634,0,+36.1534684,-115.1889353
32,003,001006,2007,320030010062007,Block 2007,G5040,U,47995,U,S,72429,0,+36.1455757,-115.1839620
32,003,002947,2029,320030029472029,Block 2029,G5040,U,47995,U,S,33407,0,+36.1274692,-115.2364316
32,003,005716,1010,320030057161010,Block 1010,G5040,U,47995,U,S,26094,0,+35.9468275,-115.0942516
32,003,000528,2003,320030005282003,Block 2003,G5040,U,47995,U,S,9301,0,+36.1870415,-115.0902404
32,003,000518,1006,320030005181006,Block 1006,G5040,U,47995,U,S,19770,0,+36.1593932,-115.1044849
32,003,005435,2001,320030054352001,Block 2001,G5040,R,,,S,3648784,0,+36.0818209,-114.9105556
32,003,002953,1002,320030029531002,Block 1002,G5040,U,47995,U,S,37374,0,+36.1027134,-115.2538641
32,003,002837,1015,320030028371015,Block 1015,G5040,U,47995,U,S,259182,0,+36.0447770,-115.1749758
32,003,007500,1137,320030075001137,Block 1137,G5040,R,,,S,25606,0,+36.2629767,-115.6515097
32,003,005006,3000,320030050063000,Block 3000,G5040,U,47995,U,S,424791,0,+36.1330994,-115.0503590
32,003,005828,1106,320030058281106,Block 1106,G5040,U,47995,U,S,4716,0,+36.0105007,-115.2847599
32,003,002939,1006,320030029391006,Block 1006,G5040,U,47995,U,S,40607,0,+36.1411457,-115.2530538
32,003,007500,1161,320030075001161,Block 1161,G5040,R,,,S,10941,0,+36.2582136,-115.6350072
32,003,003321,2010,320030033212010,Block 2010,G5040,U,47995,U,S,311772,0,+36.2941910,-115.2467515
32,003,005702,2005,320030057022005,Block 2005,G5040,U,11431,C,S,404611,0,+35.1644851,-114.5773598
32,003,003005,3006,320030030053006,Block 3006,G5040,U,47995,U,S,38264,0,+36.1683805,-115.2485302
32,003,005315,3014,320030053153014,Block 3014,G5040,U,47995,U,S,20052,0,+36.0364282,-115.0597424
32,003,007500,1105,320030075001105,Block 1105,G5040,R,,,S,280515,0,+36.1627613,-115.5081663
32,003,002843,1003,320030028431003,Block 1003,G5040,U,47995,U,S,58926,0,+35.9955701,-115.1530467
32,003,003232,1048,320030032321048,Block 1048,G5040,U,47995,U,S,41731,0,+36.2709106,-115.3161965
32,003,004914,2002,320030049142002,Block 2002,G5040,U,47995,U,S,21818,0,+36.1778560,-115.0460254
32,003,003210,4006,320030032104006,Block 4006,G5040,U,47995,U,S,36670,0,+36.2060246,-115.3244709
32,003,000301,1018,320030003011018,Block 1018,G5040,U,47995,U,S,21984,0,+36.1889419,-115.1483610
32,003,002302,1017,320030023021017,Block 1017,G5040,U,47995,U,S,22860,0,+36.1305923,-115.1742643
32,003,000518,2005,320030005182005,Block 2005,G5040,U,47995,U,S,11632,0,+36.1640838,-115.0964491
32,003,003210,2004,320030032102004,Block 2004,G5040,U,47995,U,S,56715,0,+36.2120970,-115.3322912
32,003,003235,1021,320030032351021,Block 1021,G5040,U,47995,U,S,19866,0,+36.2799055,-115.2865220
32,003,003421,2009,320030034212009,Block 2009,G5040,U,47995,U,S,37959,0,+36.1894601,-115.2529865
32,003,006104,1026,320030061041026,Block 1026,G5040,U,47995,U,S,23585,0,+36.1689646,-115.0225308
32,003,005827,1191,320030058271191,Block 1191,G5040,R,,,S,2537094,0,+36.0152362,-115.8070623
32,003,005848,1009,320030058481009,Block 1009,G5040,U,47995,U,S,64394,0,+36.1065947,-115.3042440
32,003,003413,3005,320030034133005,Block 3005,G5040,U,47995,U,S,4460,0,+36.2194198,-115.2262736
32,003,005343,2013,320030053432013,Block 2013,G5040,U,47995,U,S,29514,0,+36.0037781,-114.9592378
32,003,002822,2013,320030028222013,Block 2013,G5040,U,47995,U,S,36009,0,+36.0890319,-115.0652621
32,003,005902,2005,320030059022005,Block 2005,G5040,R,,,S,1685975,0,+36.6866088,-114.6516530
32,003,002206,2002,320030022062002,Block 2002,G5040,U,47995,U,S,15972,0,+36.1324583,-115.2012511
32,003,005714,4026,320030057144026,Block 4026,G5040,U,47995,U,S,16450,0,+35.9669596,-115.1179088
32,003,005613,5017,320030056135017,Block 5017,G5040,R,,,S,18909,0,+36.6333086,-114.5153084
32,003,005826,2005,320030058262005,Block 2005,G5040,U,47995,U,S,62782,0,+36.1158587,-115.2953304
32,003,007600,3092,320030076003092,Block 3092,G5040,R,,,S,17526,0,+36.6595880,-114.2918819
32,003,003229,1023,320030032291023,Block 1023,G5040,R,,,S,11753,0,+36.3253602,-115.3270657
32,003,005712,2003,320030057122003,Block 2003,G5040,U,47995,U,S,2727,0,+35.9571295,-115.1177779
32,003,002950,2000,320030029502000,Block 2000,G5040,U,47995,U,S,83501,0,+36.1138179,-115.2723067
32,003,005903,1002,320030059031002,Block 1002,G5040,R,,,S,16040,0,+36.8315564,-114.0708577
32,003,003006,3005,320030030063005,Block 3005,G5040,U,47995,U,S,27727,0,+36.1620672,-115.2486669
32,003,002843,1039,320030028431039,Block 1039,G5040,U,47995,U,S,11554,0,+35.9910922,-115.1514355
32,003,003314,4008,320030033144008,Block 4008,G5040,U,47995,U,S,2652,0,+36.3135284,-115.2552295
32,003,007800,2031,320030078002031,Block 2031,G5040,U,47995,U,S,28788,0,+36.2380680,-115.0448126
32,003,005827,1220,320030058271220,Block 1220,G5040,R,,,S,801513,0,+35.7061866,-115.5107956
32,003,005335,2029,320030053352029,Block 2029,G5040,U,47995,U,S,16796,0,+36.0184498,-114.9931649
32,003,003609,4010,320030036094010,Block 4010,G5040,U,47995,U,S,32975,0,+36.2345519,-115.1964283
32,003,007500,1146,320030075001146,Block 1146,G5040,R,,,S,5215,0,+36.4259601,-115.4244522
32,003,005827,1223,320030058271223,Block 1223,G5040,R,,,S,571627,0,+35.7139972,-115.5194048
32,003,005902,1517,320030059021517,Block 1517,G5040,R,,,S,3963,0,+36.2829838,-115.0252172
32,003,003623,1003,320030036231003,Block 1003,G5040,R,,,S,5767893,0,+36.3018458,-115.1555307
32,003,005832,1042,320030058321042,Block 1042,G5040,U,47995,U,S,8220,0,+35.9890760,-115.2536639
32,003,000526,2003,320030005262003,Block 2003,G5040,U,47995,U,S,20955,0,+36.1842285,-115.1067792
32,003,005705,1044,320030057051044,Block 1044,G5040,U,48016,C,S,40225,0,+35.1313366,-114.6330681
32,003,005827,2116,320030058272116,Block 2116,G5040,R,,,S,25603,0,+35.8249266,-115.6457285
32,003,005825,3011,320030058253011,Block 3011,G5040,U,47995,U,S,22237,0,+36.1249082,-115.2818401
32,003,002844,2023,320030028442023,Block 2023,G5040,U,47995,U,S,62803,0,+36.0002714,-115.1531547
32,003,005703,2439,320030057032439,Block 2439,G5040,R,,,S,869709,0,+35.5384730,-114.9122859
32,003,007500,1106,320030075001106,Block 1106,G5040,R,,,S,13659727,0,+36.0394198,-115.4219856
32,003,001707,1013,320030017071013,Block 1013,G5040,U,47995,U,S,17956,0,+36.1229097,-115.1125130
32,003,004924,2005,320030049242005,Block 2005,G5040,U,47995,U,S,37761,0,+36.1452288,-115.0585898
32,003,003640,1001,320030036401001,Block 1001,G5040,U,47995,U,S,23304,0,+36.2539080,-115.1475728
32,003,003639,1011,320030036391011,Block 1011,G5040,U,47995,U,S,9773,0,+36.2607178,-115.1522203
32,003,004100,3008,320030041003008,Block 3008,G5040,U,47995,U,S,19209,0,+36.1895380,-115.1089953
32,003,005843,2003,320030058432003,Block 2003,G5040,U,47995,U,S,21009,0,+36.1455139,-115.3178167
32,003,003635,2003,320030036352003,Block 2003,G5040,U,47995,U,S,23507,0,+36.2640787,-115.1605162
32,003,005838,3000,320030058383000,Block 3000,G5040,U,47995,U,S,23923,0,+35.9902707,-115.1876904
32,003,003303,1010,320030033031010,Block 1010,G5040,U,47995,U,S,5869,0,+36.2749478,-115.2528527
32,003,001003,2014,320030010032014,Block 2014,G5040,U,47995,U,S,12793,0,+36.1531165,-115.2133181
32,003,001714,1006,320030017141006,Block 1006,G5040,U,47995,U,S,51660,0,+36.1105808,-115.0799785
32,003,003230,5008,320030032305008,Block 5008,G5040,U,47995,U,S,259,0,+36.3008025,-115.3058894
32,003,003419,4005,320030034194005,Block 4005,G5040,U,47995,U,S,39333,0,+36.2005009,-115.2272166
32,003,001713,2005,320030017132005,Block 2005,G5040,U,47995,U,S,49988,0,+36.1045098,-115.0862704
32,003,002844,2013,320030028442013,Block 2013,G5040,U,47995,U,S,5078,0,+36.0019167,-115.1542918
32,003,005613,4036,320030056134036,Block 4036,G5040,R,,,S,5172,0,+36.5321130,-114.4466265
32,003,005436,1027,320030054361027,Block 1027,G5040,U,47995,U,S,19380,0,+36.0738918,-114.9611908
32,003,005712,1061,320030057121061,Block 1061,G5040,R,,,S,50221,0,+35.9315044,-115.1740958
32,003,003001,3000,320030030013000,Block 3000,G5040,U,47995,U,S,166899,0,+36.1687777,-115.2255703
32,003,005347,1003,320030053471003,Block 1003,G5040,U,47995,U,S,104255,0,+35.9724469,-115.1162065
32,003,003309,2000,320030033092000,Block 2000,G5040,U,47995,U,S,36205,0,+36.2905587,-115.2080060
32,003,003634,3010,320030036343010,Block 3010,G5040,U,47995,U,S,14936,0,+36.2551094,-115.1712885
32,003,005902,1550,320030059021550,Block 1550,G5040,R,,,S,5466633,0,+36.6895817,-114.6070772
32,003,005853,2004,320030058532004,Block 2004,G5040,U,47995,U,S,17739,0,+36.0661865,-115.2995403
32,003,003313,2001,320030033132001,Block 2001,G5040,U,47995,U,S,19005,0,+36.3087900,-115.2087125
32,003,005713,1035,320030057131035,Block 1035,G5040,U,47995,U,S,33434,0,+35.9230249,-115.0983357
32,003,000527,2006,320030005272006,Block 2006,G5040,U,47995,U,S,41194,0,+36.1834385,-115.0943846
32,003,003262,2010,320030032622010,Block 2010,G5040,U,47995,U,S,27958,0,+36.2024743,-115.3229752
32,003,003314,1002,320030033141002,Block 1002,G5040,U,47995,U,S,763450,0,+36.3232223,-115.2152297
32,003,003208,1018,320030032081018,Block 1018,G5040,U,47995,U,S,85189,0,+36.2425418,-115.2662726
32,003,005844,2015,320030058442015,Block 2015,G5040,U,47995,U,S,51577,0,+36.1362542,-115.3304330
32,003,004710,1003,320030047101003,Block 1003,G5040,U,47995,U,S,4399,0,+36.1955517,-115.0966043
32,003,002938,1040,320030029381040,Block 1040,G5040,U,47995,U,S,38632,0,+36.1380536,-115.2112967
32,003,005818,1037,320030058181037,Block 1037,G5040,R,,,S,1308200,0,+36.2761667,-115.8897048
32,003,002506,1003,320030025061003,Block 1003,G5040,U,47995,U,S,39783,0,+36.1102512,-115.1340965
32,003,005902,1518,320030059021518,Block 1518,G5040,R,,,S,6427,0,+36.5779185,-115.6764054
32,003,003628,2000,320030036282000,Block 2000,G5040,U,47995,U,S,224506,0,+36.2662641,-115.0956628
32,003,002847,1068,320030028471068,Block 1068,G5040,U,47995,U,S,44395,0,+36.0580165,-115.1426741
32,003,003318,1026,320030033181026,Block 1026,G5040,U,47995,U,S,7273,0,+36.3029812,-115.2705372
32,003,003237,1008,320030032371008,Block 1008,G5040,U,47995,U,S,7332,0,+36.2451751,-115.3254889
32,003,005613,3032,320030056133032,Block 3032,G5040,U,57871,C,S,141672,0,+36.5772311,-114.4766450
32,003,003619,1006,320030036191006,Block 1006,G5040,U,47995,U,S,5837,0,+36.2933268,-115.1874288
32,003,005317,1001,320030053171001,Block 1001,G5040,U,47995,U,S,36340,0,+36.0417887,-115.0944517
32,003,005105,2055,320030051052055,Block 2055,G5040,U,47995,U,S,19272,0,+36.0416056,-114.9873673
32,003,005846,1000,320030058461000,Block 1000,G5040,U,47995,U,S,242259,0,+36.1128483,-115.3263687
32,003,005849,2014,320030058492014,Block 2014,G5040,U,47995,U,S,6469,0,+36.1009843,-115.2944278
32,003,005017,1008,320030050171008,Block 1008,G5040,U,47995,U,S,1009,0,+36.0916487,-115.0392516
32,003,003625,1041,320030036251041,Block 1041,G5040,U,47995,U,S,6728,0,+36.2472135,-115.1219031
32,003,003204,5017,320030032045017,Block 5017,G5040,U,47995,U,S,42916,0,+36.2525707,-115.2547853
32,003,003314,3004,320030033143004,Block 3004,G5040,U,47995,U,S,57271,0,+36.3117069,-115.2756842
32,003,003204,5023,320030032045023,Block 5023,G5040,U,47995,U,S,44485,0,+36.2487592,-115.2592265
32,003,003616,4008,320030036164008,Block 4008,G5040,U,47995,U,S,13102,0,+36.2002174,-115.1769241
32,003,003240,1021,320030032401021,Block 1021,G5040,U,47995,U,S,436,0,+36.2332627,-115.3108336
32,003,005903,1029,320030059031029,Block 1029,G5040,U,56413,C,S,11669,0,+36.8247435,-114.0814438
32,003,003640,2009,320030036402009,Block 2009,G5040,U,47995,U,S,13033,0,+36.2329538,-115.1653450
32,003,005346,1008,320030053461008,Block 1008,G5040,U,47995,U,S,96680,0,+35.9975633,-115.1171034
32,003,003237,1034,320030032371034,Block 1034,G5040,U,47995,U,S,8766,0,+36.2333420,-115.3335034
32,003,003429,4033,320030034294033,Block 4033,G5040,U,47995,U,S,251,0,+36.1891083,-115.1924230
32,003,004000,2010,320030040002010,Block 2010,G5040,U,47995,U,S,22052,0,+36.1930371,-115.1281255
32,003,003244,1001,320030032441001,Block 1001,G5040,U,47995,U,S,70198,0,+36.2238319,-115.2947649
32,003,003240,2003,320030032402003,Block 2003,G5040,U,47995,U,S,8113,0,+36.2273963,-115.2986538
32,003,003412,1006,320030034121006,Block 1006,G5040,U,47995,U,S,4551,0,+36.2265946,-115.2436411
32,003,001610,2016,320030016102016,Block 2016,G5040,U,47995,U,S,15448,0,+36.1480959,-115.0753646
32,003,002941,1002,320030029411002,Block 1002,G5040,U,47995,U,S,27593,0,+36.1037166,-115.2451984
32,003,003620,2011,320030036202011,Block 2011,G5040,U,47995,U,S,85227,0,+36.2830060,-115.1751981
32,003,005015,1004,320030050151004,Block 1004,G5040,U,47995,U,S,17109,0,+36.1281401,-115.0399910
32,003,005827,1266,320030058271266,Block 1266,G5040,R,,,S,961919,0,+35.6156810,-115.3951028
32,003,005711,2008,320030057112008,Block 2008,G5040,U,47995,U,S,15300,0,+35.9778969,-115.0926494
32,003,003001,2008,320030030012008,Block 2008,G5040,U,47995,U,S,15313,0,+36.1705648,-115.2279149
32,003,002958,5013,320030029585013,Block 5013,G5040,U,47995,U,S,26399,0,+36.0930261,-115.2298451
32,003,005711,1146,320030057111146,Block 1146,G5040,R,,,S,14906,0,+35.9681375,-114.9044154
32,003,001610,2002,320030016102002,Block 2002,G5040,U,47995,U,S,15300,0,+36.1508408,-115.0798424
32,003,005852,2003,320030058522003,Block 2003,G5040,U,47995,U,S,8160,0,+36.0717631,-115.3103799
32,003,005823,1019,320030058231019,Block 1019,G5040,R,,,S,208219,0,+36.2761815,-115.3345015
32,003,005703,3061,320030057033061,Block 3061,G5040,R,,,S,7028,0,+35.3578874,-114.6100528
32,003,007600,3233,320030076003233,Block 3233,G5040,U,56413,C,S,2640,0,+36.7910290,-114.0898135
32,003,005437,1029,320030054371029,Block 1029,G5040,U,47995,U,S,28172,0,+36.0851119,-114.9504745
32,003,003423,3024,320030034233024,Block 3024,G5040,U,47995,U,S,30861,0,+36.1934882,-115.2116234
32,003,000301,2014,320030003012014,Block 2014,G5040,U,47995,U,S,5783,0,+36.1789073,-115.1480938
32,003,005818,1003,320030058181003,Block 1003,G5040,R,,,S,25750,0,+36.4525471,-115.7126451
32,003,005827,1017,320030058271017,Block 1017,G5040,U,47995,U,S,9733,0,+36.0102605,-115.2742856
32,003,003240,2016,320030032402016,Block 2016,G5040,U,47995,U,S,16531,0,+36.2275303,-115.3064547
32,003,005016,1028,320030050161028,Block 1028,G5040,U,47995,U,S,29885,0,+36.0942153,-115.0396662
32,003,003412,2018,320030034122018,Block 2018,G5040,U,47995,U,S,13778,0,+36.2273387,-115.2390337
32,003,005313,3002,320030053133002,Block 3002,G5040,U,47995,U,S,16275,0,+36.0467962,-115.0881756
32,003,005712,1062,320030057121062,Block 1062,G5040,R,,,S,20424,0,+35.9504821,-115.1668795
32,003,002947,2000,320030029472000,Block 2000,G5040,U,47995,U,S,42177,0,+36.1338425,-115.2261618
32,003,005811,4006,320030058114006,Block 4006,G5040,U,47995,U,S,26399,0,+36.1215480,-115.3067884
32,003,007200,2014,320030072002014,Block 2014,G5040,R,,,S,63861,0,+36.1999852,-115.0072808
32,003,002826,2002,320030028262002,Block 2002,G5040,U,47995,U,S,41392,0,+36.0946086,-115.0837720
32,003,005827,1206,320030058271206,Block 1206,G5040,R,,,S,244711,0,+35.8002377,-115.6134484
32,003,005840,1021,320030058401021,Block 1021,G5040,R,,,S,8349,0,+36.1514424,-115.3515197
32,003,005613,4270,320030056134270,Block 4270,G5040,R,,,S,920237,0,+36.0716679,-114.8163829
32,003,005827,2172,320030058272172,Block 2172,G5040,R,,,S,40982,0,+35.8045490,-115.6292447
32,003,006800,4048,320030068004048,Block 4048,G5040,U,47995,U,S,8926,0,+36.0898005,-115.1463053
32,003,005822,2003,320030058222003,Block 2003,G5040,U,47995,U,S,324,0,+36.1693270,-115.3495856
32,003,003240,2011,320030032402011,Block 2011,G5040,U,47995,U,S,29305,0,+36.2281973,-115.3081053
32,003,005902,1221,320030059021221,Block 1221,G5040,R,,,S,7266088,0,+36.4386533,-115.4152067
32,003,000201,1016,320030002011016,Block 1016,G5040,U,47995,U,S,17268,0,+36.1819029,-115.1704013
32,003,002203,1004,320030022031004,Block 1004,G5040,U,47995,U,S,24295,0,+36.1377499,-115.2007958
32,003,005320,2010,320030053202010,Block 2010,G5040,U,47995,U,S,23347,0,+36.0284944,-115.1108596
32,003,002707,2006,320030027072006,Block 2006,G5040,U,47995,U,S,38676,0,+36.0890089,-115.1287815
32,003,002302,1014,320030023021014,Block 1014,G5040,U,47995,U,S,78455,0,+36.1243615,-115.1654580
32,003,004714,1028,320030047141028,Block 1028,G5040,U,47995,U,S,73492,0,+36.2166834,-115.0968668
32,003,000518,2004,320030005182004,Block 2004,G5040,U,47995,U,S,12268,0,+36.1647044,-115.0968483
32,003,005432,3014,320030054323014,Block 3014,G5040,U,47995,U,S,56323,0,+36.0130985,-114.9482550
32,003,005902,1483,320030059021483,Block 1483,G5040,R,,,S,209903,0,+36.3158673,-114.9604372
32,003,003314,2025,320030033142025,Block 2025,G5040,U,47995,U,S,51720,0,+36.3139931,-115.2322879
32,003,005712,2031,320030057122031,Block 2031,G5040,U,47995,U,S,33698,0,+35.9506599,-115.1173370
32,003,003232,1012,320030032321012,Block 1012,G5040,U,47995,U,S,53887,0,+36.2796604,-115.3033965
32,003,003003,3003,320030030033003,Block 3003,G5040,U,47995,U,S,31145,0,+36.1819787,-115.2499054
32,003,003218,2007,320030032182007,Block 2007,G5040,U,47995,U,S,15499,0,+36.2001976,-115.2849734
32,003,003620,1021,320030036201021,Block 1021,G5040,U,47995,U,S,12684,0,+36.2788219,-115.1812381
32,003,002938,1037,320030029381037,Block 1037,G5040,U,47995,U,S,38810,0,+36.1284606,-115.2196660
32,003,005711,1040,320030057111040,Block 1040,G5040,R,,,S,3381,0,+35.9695377,-114.9092633
32,003,005902,1352,320030059021352,Block 1352,G5040,R,,,S,146823,0,+36.4049809,-114.9354431
32,003,005849,2004,320030058492004,Block 2004,G5040,U,47995,U,S,49552,0,+36.1046840,-115.2917866
32,003,005703,3263,320030057033263,Block 3263,G5040,R,,,S,14301,0,+35.4650831,-114.9189375
32,003,005827,1273,320030058271273,Block 1273,G5040,R,,,S,423600,0,+35.7090540,-115.3693955
32,003,005902,1248,320030059021248,Block 1248,G5040,R,,,S,7052759,0,+36.3190466,-115.1511273
32,003,003311,2000,320030033112000,Block 2000,G5040,U,47995,U,S,86837,0,+36.2966425,-115.2108905
32,003,003305,3005,320030033053005,Block 3005,G5040,U,47995,U,S,21179,0,+36.2572734,-115.2272602
32,003,005714,4005,320030057144005,Block 4005,G5040,U,47995,U,S,26160,0,+35.9677191,-115.1178114
32,003,003218,1006,320030032181006,Block 1006,G5040,U,47995,U,S,156932,0,+36.2005984,-115.2922677
32,003,005827,1014,320030058271014,Block 1014,G5040,U,47995,U,S,6714,0,+36.0095629,-115.2722459
32,003,003625,1035,320030036251035,Block 1035,G5040,U,47995,U,S,26576,0,+36.2559970,-115.1173752
32,003,007200,2018,320030072002018,Block 2018,G5040,U,47995,U,S,46333,0,+36.2016758,-115.0157903
32,003,005827,1222,320030058271222,Block 1222,G5040,R,,,S,195707,0,+35.7299711,-115.5454202
32,003,003321,1010,320030033211010,Block 1010,G5040,U,47995,U,S,24462,0,+36.2951758,-115.2535283
32,003,003310,1032,320030033101032,Block 1032,G5040,U,47995,U,S,285396,0,+36.2942231,-115.2263767
32,003,002844,2008,320030028442008,Block 2008,G5040,U,47995,U,S,4406,0,+36.0043423,-115.1523003
32,003,003313,1014,320030033131014,Block 1014,G5040,U,47995,U,S,19494,0,+36.3145840,-115.2084887
32,003,003238,1002,320030032381002,Block 1002,G5040,U,47995,U,S,742184,0,+36.2391497,-115.3186205
32,003,005811,5007,320030058115007,Block 5007,G5040,U,47995,U,S,22395,0,+36.1236492,-115.3145472
32,003,005712,1076,320030057121076,Block 1076,G5040,R,,,S,219888,0,+35.8986886,-115.2146384
32,003,000105,3002,320030001053002,Block 3002,G5040,U,47995,U,S,21307,0,+36.1629092,-115.1988681
32,003,003413,2001,320030034132001,Block 2001,G5040,U,47995,U,S,74867,0,+36.2342820,-115.2329085
32,003,002707,3009,320030027073009,Block 3009,G5040,U,47995,U,S,16269,0,+36.0943156,-115.1249896
32,003,002981,1010,320030029811010,Block 1010,G5040,U,47995,U,S,11453,0,+36.0516090,-115.2176241
32,003,000527,2004,320030005272004,Block 2004,G5040,U,47995,U,S,66262,0,+36.1862023,-115.0954998
32,003,006800,4015,320030068004015,Block 4015,G5040,U,47995,U,S,232597,0,+36.0989955,-115.1762752
32,003,005104,3000,320030051043000,Block 3000,G5040,U,47995,U,S,240928,0,+36.0601637,-115.0642387
32,003,002847,1069,320030028471069,Block 1069,G5040,U,47995,U,S,27777,0,+36.0597287,-115.1437930
32,003,005856,1001,320030058561001,Block 1001,G5040,U,47995,U,S,18871,0,+36.0443390,-115.2810785
32,003,005439,2013,320030054392013,Block 2013,G5040,U,47995,U,S,12355,0,+36.0646953,-115.0067287
32,003,005015,1019,320030050151019,Block 1019,G5040,U,47995,U,S,18237,0,+36.1201476,-115.0400790
32,003,005320,3009,320030053203009,Block 3009,G5040,U,47995,U,S,10715,0,+36.0309055,-115.1042076
32,003,005827,2138,320030058272138,Block 2138,G5040,R,,,S,348704,0,+35.8130359,-115.6473990
32,003,002947,2010,320030029472010,Block 2010,G5040,U,47995,U,S,42429,0,+36.1321393,-115.2373086
32,003,000800,2016,320030008002016,Block 2016,G5040,U,47995,U,S,16899,0,+36.1599623,-115.1416279
32,003,003640,2003,320030036402003,Block 2003,G5040,U,47995,U,S,253576,0,+36.2366983,-115.1642519
32,003,003303,1009,320030033031009,Block 1009,G5040,U,47995,U,S,358787,0,+36.2692881,-115.2550193
32,003,005613,2034,320030056132034,Block 2034,G5040,U,57871,C,S,164212,0,+36.5690723,-114.4545134
