"BLOCKCE,C,4","BLOCKID10,C,15","POP10,N,9,0"
1008,320030016131008,116
1019,320030017101019,71
2010,320030016072010,42
1017,320030017131017,142
1007,320030017131007,77
1015,320030017131015,81
1019,320030017131019,83
2466,320030057032466,0
3081,320030057033081,1
2000,320030049232000,370
1195,320030058271195,12
1482,320030059021482,0
1014,320030036281014,0
1004,320030060011004,3
2000,320030078002000,97
1001,320030058231001,152
2025,320030036132025,22
2031,320030036132031,20
4007,320030001014007,147
2003,320030001012003,80
1010,320030001011010,38
1011,320030001011011,94
4019,320030001014019,158
5003,320030001015003,88
5002,320030001015002,113
2000,320030034302000,166
1009,320030001011009,0
2003,320030002012003,164
2001,320030002012001,0
1006,320030010051006,115
1014,320030058231014,0
3014,320030002013014,0
2002,320030026052002,1
1001,320030026051001,0
2001,320030026052001,0
4033,320030068004033,95
1005,320030029511005,207
4003,320030068004003,76
4013,320030068004013,0
1001,320030026031001,0
4004,320030068004004,0
2004,320030029152004,66
2006,320030026042006,0
2000,320030026042000,299
1023,320030029851023,29
1020,320030053431020,81
1052,320030029851052,37
1018,320030017131018,44
1022,320030017131022,164
1008,320030017131008,83
1020,320030017171020,32
3221,320030076003221,0
1003,320030028251003,120
2004,320030017132004,91
2008,320030017132008,121
2007,320030017132007,126
2030,320030056142030,0
1010,320030028271010,118
1012,320030017141012,63
1004,320030028271004,28
2008,320030017152008,114
1021,320030028221021,150
2038,320030016112038,38
1009,320030058561009,312
3015,320030054223015,47
1013,320030028321013,23
2000,320030053592000,0
2006,320030058052006,25
2007,320030058052007,21
1001,320030028301001,62
2004,320030028302004,129
4250,320030056134250,2
2011,320030058052011,17
1006,320030058091006,0
5005,320030010045005,59
5012,320030010045012,132
6003,320030010046003,145
3018,320030010043018,31
3008,320030010043008,12
3013,320030010043013,22
3004,320030002033004,7
2006,320030002032006,10
1001,320030010061001,21
1005,320030010061005,69
1009,320030010061009,73
3001,320030002013001,12
3004,320030002013004,25
3003,320030002013003,24
4002,320030003024002,1
1015,320030002011015,78
1004,320030002031004,109
1002,320030028111002,492
1019,320030028471019,0
1087,320030028471087,0
1037,320030028471037,0
2013,320030028372013,32
2010,320030028372010,285
1000,320030028281000,36
5013,320030028375013,77
2004,320030020002004,70
2000,320030024042000,238
1034,320030057121034,109
1001,320030025061001,1
2039,320030016112039,47
2001,320030016072001,60
2016,320030050052016,38
2003,320030050052003,66
1002,320030049111002,33
3006,320030050063006,7
3004,320030050063004,29
1015,320030017161015,187
3006,320030050053006,10
1092,320030057121092,0
2005,320030028222005,196
1007,320030050111007,169
2016,320030059022016,0
1003,320030002031003,556
3010,320030046013010,332
3017,320030007003017,0
2001,320030026032001,445
2001,320030025012001,777
1009,320030017121009,175
3004,320030005153004,56
2008,320030028262008,88
2009,320030028212009,2
2513,320030057032513,0
4044,320030055014044,23
2021,320030035002021,20
4005,320030003024005,42
4006,320030003024006,53
2000,320030003022000,131
2007,320030003022007,73
2004,320030003022004,263
1008,320030003011008,52
3033,320030003013033,20
3034,320030003013034,21
3019,320030003013019,24
3036,320030003013036,2
5012,320030003025012,2
5011,320030003025011,74
1013,320030056151013,102
5003,320030003025003,42
2008,320030003012008,28
1003,320030019021003,82
2002,320030019012002,5
2005,320030019012005,73
1004,320030025011004,53
1008,320030025011008,112
1015,320030025011015,97
3008,320030025013008,1204
3005,320030019023005,108
1006,320030017071006,46
3000,320030026033000,574
2003,320030024062003,0
1002,320030025061002,0
3002,320030068003002,0
3014,320030068003014,162
4062,320030068004062,83
1000,320030027081000,867
3001,320030025063001,345
1000,320030050051000,255
2001,320030050142001,87
3000,320030050103000,681
3003,320030050103003,157
1018,320030028251018,15
1002,320030028211002,163
2005,320030028262005,133
3004,320030054323004,340
1001,320030051021001,52
2006,320030028272006,90
2005,320030028272005,36
1002,320030051041002,47
1004,320030051021004,39
1021,320030059051021,18
2027,320030034132027,52
1018,320030059051018,9
2004,320030034122004,75
3010,320030034093010,28
2018,320030034122018,49
2026,320030034132026,37
2021,320030034132021,0
4010,320030034154010,142
3014,320030034163014,52
2000,320030034192000,59
5018,320030034155018,5
2039,320030003012039,0
3020,320030002033020,25
3015,320030002033015,0
3019,320030002033019,376
1003,320030002041003,0
1007,320030002041007,36
2008,320030002042008,0
2038,320030002042038,24
2025,320030002042025,28
2016,320030002042016,0
1003,320030007001003,1
1000,320030009001000,0
1004,320030011001004,0
1009,320030009001009,0
2009,320030011002009,192
2008,320030011002008,398
2001,320030027062001,673
1002,320030027071002,105
3004,320030027073004,23
2003,320030019022003,79
1000,320030018041000,521
1000,320030018031000,105
3001,320030019023001,97
2004,320030018032004,694
1021,320030018011021,0
3004,320030018013004,852
1015,320030018011015,31
2010,320030050112010,85
2011,320030050112011,82
1015,320030050111015,83
3011,320030056073011,0
2001,320030051072001,166
1004,320030051091004,68
1024,320030051051024,39
3008,320030036093008,41
3003,320030034193003,85
5000,320030034195000,168
5003,320030034195003,111
2010,320030034202010,89
1016,320030034141016,217
2009,320030034132009,0
2003,320030034142003,146
2011,320030034142011,31
1006,320030034131006,46
3006,320030036093006,35
2008,320030034262008,83
2017,320030034142017,0
1005,320030034261005,83
2009,320030034202009,151
3014,320030034203014,4
3019,320030034203019,0
3021,320030034203021,91
1012,320030011001012,16
3014,320030012003014,27
3019,320030012003019,109
2017,320030012002017,17
1005,320030037001005,7
1011,320030037001011,166
1009,320030046011009,0
2007,320030038002007,0
3003,320030044023003,83
1040,320030032291040,0
4003,320030028374003,56
1011,320030017081011,136
1009,320030017081009,16
1009,320030017061009,15
4012,320030018014012,61
2006,320030017062006,50
2017,320030017062017,59
2016,320030017062016,55
1004,320030017121004,178
1001,320030017121001,174
2008,320030017112008,622
1003,320030028241003,0
2002,320030028232002,291
1035,320030057121035,0
2006,320030017122006,61
2001,320030017122001,63
3005,320030054363005,0
1004,320030054391004,38
2010,320030051052010,0
2068,320030051052068,25
2016,320030054392016,43
2021,320030054392021,190
1005,320030054391005,139
3014,320030054393014,39
2004,320030054382004,80
4004,320030054364004,203
1034,320030061041034,0
1010,320030054351010,4
1008,320030054381008,18
2018,320030034272018,39
1011,320030056151011,35
2008,320030030032008,46
1025,320030028471025,0
3002,320030030033002,33
1048,320030051051048,17
2005,320030031022005,695
4001,320030034224001,91
4001,320030034234001,342
4007,320030034224007,27
3005,320030031023005,36
2001,320030031022001,294
3002,320030031023002,52
1002,320030030011002,108
3011,320030001093011,163
2003,320030031022003,183
2005,320030030012005,159
4002,320030045004002,61
1012,320030047151012,0
2005,320030046012005,91
1000,320030046021000,0
1007,320030046011007,106
1004,320030044011004,67
5007,320030038005007,2
2011,320030044012011,74
2007,320030043012007,0
1000,320030028231000,907
4059,320030068004059,29
1007,320030027071007,53
2000,320030027082000,219
1009,320030027071009,75
2003,320030027072003,178
2010,320030027072010,77
1003,320030028471003,1
5001,320030028375001,64
5007,320030028375007,55
5017,320030028375017,145
4010,320030028384010,25
1006,320030028381006,77
1028,320030054351028,16
1007,320030054351007,23
1030,320030054351030,8
3008,320030054213008,0
2007,320030054212007,68
3003,320030054223003,37
3002,320030054213002,98
3004,320030054213004,75
1006,320030029611006,73
3000,320030030063000,468
3006,320030030063006,108
4002,320030030014002,73
4004,320030030014004,59
3007,320030001033007,99
1000,320030001031000,143
3006,320030001033006,204
2007,320030030012007,75
1001,320030029401001,123
2035,320030029162035,0
2010,320030058492010,300
3006,320030029053006,0
2006,320030001032006,182
2002,320030001032002,89
2005,320030029052005,82
1003,320030029381003,0
2001,320030046022001,0
1001,320030047131001,221
1002,320030047131002,116
3000,320030043023000,400
1001,320030043021001,321
4008,320030042004008,108
1004,320030042001004,43
4009,320030042004009,113
3011,320030003013011,6
3005,320030003013005,53
3007,320030003013007,33
3002,320030003013002,0
3000,320030003013000,0
1016,320030028241016,38
1011,320030028241011,10
2016,320030027072016,0
2001,320030028432001,25
2015,320030028252015,39
2010,320030028252010,263
2026,320030069002026,0
2001,320030028082001,37
1005,320030053121005,17
1037,320030028431037,0
3005,320030051023005,30
2004,320030053142004,67
1475,320030059021475,0
1005,320030029611005,0
1006,320030029791006,42
1127,320030029621127,0
1052,320030054351052,25
1069,320030029621069,0
1117,320030029621117,20
1042,320030054351042,54
2019,320030051052019,2
1085,320030028471085,14
1001,320030032291001,0
1001,320030054351001,4
1016,320030054351016,19
2001,320030001082001,137
2008,320030001082008,122
3013,320030001093013,77
1010,320030001091010,34
2015,320030001082015,53
2005,320030001092005,57
1009,320030001091009,55
2000,320030001082000,0
2019,320030001082019,43
3027,320030003013027,2
3029,320030007003029,0
1005,320030004011005,49
3010,320030007003010,0
1013,320030004011013,41
4005,320030038004005,0
2011,320030040002011,112
2015,320030040002015,102
1012,320030040001012,95
1004,320030004021004,87
1002,320030004031002,62
1006,320030060011006,0
3008,320030032483008,197
1023,320030078001023,0
1019,320030078001019,0
1032,320030060011032,0
2014,320030047152014,26
2026,320030047142026,112
2029,320030047142029,95
1002,320030047161002,59
1003,320030047161003,100
1010,320030047161010,88
1023,320030047141023,155
1020,320030047031020,59
1000,320030047131000,261
4000,320030047124000,326
6007,320030047126007,96
2001,320030054352001,0
4262,320030056134262,0
1013,320030058291013,237
1016,320030058291016,49
3001,320030058383001,66
1038,320030058291038,25
1046,320030029781046,0
1035,320030029831035,0
1031,320030029831031,8
4009,320030034234009,95
1019,320030001081019,25
1022,320030001081022,10
1008,320030001071008,60
2004,320030001072004,71
2011,320030001072011,312
2014,320030001062014,119
2006,320030001072006,0
3009,320030005153009,127
2013,320030010032013,131
2001,320030010032001,133
2011,320030010032011,127
2000,320030010032000,168
2014,320030010032014,37
3017,320030010033017,2
2012,320030001052012,61
1015,320030001051015,96
1008,320030001051008,86
1010,320030001051010,96
1001,320030005101001,96
1002,320030005101002,74
1005,320030005101005,84
3004,320030005103004,127
1001,320030005201001,114
1002,320030005201002,78
2001,320030007002001,0
2003,320030007002003,0
3040,320030007003040,0
1023,320030009001023,26
1024,320030009001024,0
1003,320030012001003,4
2015,320030008002015,0
1002,320030012001002,21
1028,320030004031028,55
2011,320030047072011,17
1003,320030047131003,103
4005,320030047134005,90
2002,320030047172002,106
2001,320030047172001,98
4002,320030047134002,75
1006,320030047171006,170
1001,320030047171001,95
2006,320030047172006,183
2004,320030047072004,14
2002,320030047072002,117
2001,320030047132001,0
1009,320030047101009,112
6001,320030047126001,33
2005,320030071002005,175
2000,320030071002000,147
2011,320030047032011,69
2002,320030047032002,142
1002,320030062011002,8
3011,320030078003011,52
2011,320030078002011,0
1114,320030057111114,0
1015,320030058341015,11
1004,320030058341004,15
1007,320030058341007,9
1028,320030028281028,0
1008,320030058341008,26
1012,320030028411012,7
1036,320030028411036,4
1019,320030028281019,14
1025,320030028281025,11
1049,320030028281049,20
1033,320030028411033,5
2003,320030028412003,51
1030,320030028411030,40
3001,320030033033001,77
2008,320030028412008,121
1028,320030028411028,14
2002,320030028112002,31
2006,320030001052006,115
2005,320030001052005,69
2003,320030010042003,12
4001,320030010044001,74
3008,320030029953008,0
2013,320030029492013,47
2004,320030029392004,18
1018,320030029391018,46
3005,320030029533005,71
3001,320030029193001,81
1026,320030029781026,25
4004,320030029414004,51
4014,320030007004014,0
1004,320030008001004,28
2011,320030008002011,1
1005,320030012001005,45
1011,320030012001011,24
2006,320030012002006,20
1016,320030012001016,43
4004,320030013004004,79
4000,320030013004000,48
1007,320030004031007,0
1003,320030006001003,85
1004,320030006001004,38
1007,320030008001007,107
1034,320030029781034,28
1004,320030062011004,0
2005,320030062012005,93
2016,320030062012016,52
2007,320030062012007,23
1060,320030057131060,2
3006,320030005273006,82
3001,320030005163001,47
3002,320030005163002,192
3002,320030005173002,117
2006,320030005132006,73
1010,320030054341010,107
3007,320030005163007,95
3009,320030005163009,85
3010,320030005163010,73
3012,320030005183012,61
2005,320030028432005,62
2004,320030053162004,39
2008,320030053162008,120
1019,320030053221019,24
1022,320030053221022,22
1034,320030029621034,0
1016,320030028371016,0
4001,320030058044001,72
3001,320030052003001,69
3009,320030052003009,51
3006,320030052003006,66
5007,320030053355007,81
2022,320030053352022,27
2023,320030053352023,17
1014,320030052001014,83
1016,320030052001016,104
2058,320030051052058,25
1012,320030054221012,374
2021,320030052002021,0
2010,320030053352010,37
1010,320030029411010,90
5007,320030029585007,38
1006,320030029471006,0
1007,320030029471007,27
1037,320030029471037,21
2006,320030029472006,36
1036,320030029471036,27
2001,320030029492001,192
1034,320030029471034,39
1014,320030029471014,19
1028,320030029471028,27
2001,320030029472001,29
2000,320030029472000,24
2015,320030029472015,19
2019,320030029472019,43
2016,320030006002016,129
2015,320030006002015,60
2011,320030006002011,83
1010,320030005201010,80
1011,320030013001011,96
2002,320030013002002,94
2004,320030013002004,127
1007,320030013001007,46
2016,320030014012016,31
1005,320030040001005,140
1010,320030040001010,165
1011,320030041001011,120
2003,320030005102003,76
2007,320030015022007,11
2009,320030016082009,0
3007,320030016093007,78
3008,320030016093008,72
3005,320030005173005,163
1000,320030016091000,12
3008,320030005173008,67
1002,320030005191002,115
3016,320030016093016,87
1013,320030016101013,162
2026,320030016102026,33
1010,320030016101010,43
1014,320030016101014,29
2011,320030016112011,35
2030,320030053352030,0
2022,320030052002022,0
3006,320030053353006,24
2000,320030052002000,0
2002,320030052002002,23
1010,320030054221010,58
1009,320030054221009,76
1007,320030053361007,42
4004,320030053354004,31
1006,320030053361006,41
4044,320030056134044,0
2000,320030033102000,910
4049,320030056134049,0
1028,320030055011028,0
3149,320030076003149,0
4071,320030056134071,0
3024,320030057033024,0
3023,320030057033023,0
3258,320030057033258,0
3260,320030057033260,0
2005,320030057022005,48
3015,320030022013015,0
3007,320030049203007,176
2006,320030053542006,222
1092,320030059021092,0
1096,320030059021096,0
1131,320030059021131,0
1129,320030059021129,0
1569,320030059021569,0
1579,320030059021579,2
1071,320030059021071,0
2000,320030029702000,1128
1622,320030059021622,0
1054,320030029791054,45
1618,320030059021618,51
1562,320030059021562,0
1637,320030059021637,0
1614,320030059021614,0
5019,320030056135019,10
3147,320030076003147,0
3136,320030076003136,0
3001,320030018013001,0
1389,320030059021389,0
1413,320030059021413,0
1392,320030059021392,0
1004,320030016081004,55
1447,320030059021447,0
1010,320030078001010,0
1085,320030078001085,0
1100,320030078001100,0
1071,320030078001071,0
1001,320030057041001,34
1028,320030029781028,4
1024,320030057051024,0
2014,320030057022014,56
2003,320030058032003,2
1012,320030057051012,2
1014,320030057051014,0
1001,320030057021001,0
1005,320030057051005,0
1007,320030057051007,0
1004,320030057051004,0
1109,320030059021109,0
1138,320030059021138,0
2005,320030051082005,181
1634,320030059021634,3
5006,320030056135006,0
5007,320030056135007,0
1564,320030059021564,0
1038,320030029841038,0
1601,320030059021601,0
1018,320030078001018,0
4361,320030056134361,0
1060,320030078001060,0
4013,320030076004013,0
1278,320030059021278,0
4143,320030056134143,0
1017,320030029751017,196
2000,320030058452000,571
1020,320030029751020,52
3005,320030029153005,131
2007,320030057052007,0
2004,320030029682004,31
2013,320030057052013,0
1001,320030058511001,0
1029,320030058181029,0
1101,320030059021101,0
1549,320030059021549,3
2015,320030058182015,2
2025,320030058182025,63
2032,320030058182032,14
2028,320030058182028,0
1027,320030029831027,14
2009,320030029752009,59
2001,320030029752001,131
2056,320030076002056,0
3040,320030076003040,0
3109,320030076003109,0
3089,320030076003089,0
3067,320030076003067,0
1063,320030059021063,0
4355,320030056134355,0
2018,320030058272018,7
2016,320030032082016,44
2010,320030028442010,56
2004,320030036402004,0
4001,320030029154001,72
1249,320030059021249,0
2009,320030033162009,8
3000,320030033143000,733
2026,320030033162026,22
1047,320030033181047,145
1059,320030033181059,20
4023,320030032324023,14
1021,320030032321021,0
4047,320030032324047,51
4026,320030032324026,17
4027,320030032324027,30
1175,320030059021175,0
1231,320030059021231,0
1104,320030059021104,0
3003,320030032183003,24
1022,320030032491022,87
2008,320030053592008,4
1191,320030059021191,0
4005,320030034224005,206
1019,320030029781019,33
4131,320030056134131,0
4115,320030056134115,0
1580,320030059021580,0
2032,320030059022032,0
2040,320030059022040,0
2014,320030032142014,46
1010,320030053551010,47
3168,320030076003168,0
3166,320030076003166,0
1013,320030017061013,93
2008,320030033032008,255
5015,320030032045015,20
1026,320030033101026,40
1004,320030033121004,916
1010,320030033081010,605
1018,320030033081018,61
2009,320030034102009,218
4005,320030033054005,124
1036,320030033081036,35
1012,320030029441012,117
1015,320030029441015,76
1124,320030075001124,0
1131,320030058271131,0
1123,320030075001123,0
2011,320030056122011,32
2020,320030056122020,29
2048,320030056132048,11
2058,320030056132058,0
4392,320030056134392,0
4025,320030056134025,17
1011,320030056121011,141
1115,320030078001115,0
4208,320030056134208,0
4213,320030056134213,0
4204,320030056134204,0
2006,320030028442006,43
1001,320030061041001,258
1130,320030078001130,0
1045,320030061041045,0
1044,320030061041044,0
1050,320030061041050,0
1054,320030061041054,0
1055,320030061041055,0
1033,320030061041033,316
2016,320030050122016,84
5001,320030033055001,2
2008,320030033092008,4
1011,320030033091011,22
1003,320030036231003,56
1004,320030036251004,46
1004,320030032461004,47
1006,320030029151006,101
1018,320030034081018,13
2011,320030034112011,24
2013,320030034112013,2
1001,320030034151001,0
3005,320030029513005,159
1178,320030057111178,95
1089,320030058271089,0
1065,320030058281065,119
2140,320030058272140,98
2052,320030058272052,10
1013,320030056121013,39
2018,320030032142018,35
3119,320030076003119,0
3007,320030034203007,11
2000,320030056132000,0
1009,320030056121009,15
2001,320030002032001,435
1001,320030056131001,0
3006,320030056133006,0
1021,320030033181021,96
2037,320030076002037,0
2054,320030076002054,0
2002,320030072002002,0
1016,320030078001016,0
1004,320030058251004,92
2001,320030028352001,65
1091,320030078001091,0
4214,320030056134214,0
1000,320030061041000,5
3007,320030058263007,50
2017,320030032542017,19
3008,320030029153008,195
3007,320030029153007,2
2001,320030032542001,41
1000,320030030051000,63
1004,320030030051004,80
2003,320030030052003,84
1007,320030030051007,55
1027,320030067001027,0
2006,320030030052006,102
2008,320030030052008,51
1000,320030030061000,162
2001,320030030062001,153
2003,320030032612003,12
2037,320030029162037,0
3009,320030058083009,91
1000,320030029511000,255
2006,320030029162006,40
2008,320030029162008,53
2032,320030029162032,0
1023,320030034091023,44
2020,320030058272020,19
1141,320030058271141,18
1004,320030029511004,84
1139,320030058271139,9
1006,320030029511006,112
3123,320030076003123,0
1006,320030029671006,26
3110,320030076003110,0
1045,320030075001045,0
1026,320030017091026,0
2002,320030029522002,0
4161,320030056134161,0
4168,320030056134168,0
4194,320030056134194,0
1019,320030058291019,136
3107,320030057033107,2
3134,320030057033134,0
2563,320030057032563,0
3111,320030057033111,0
3122,320030057033122,0
3142,320030057033142,0
2514,320030057032514,0
3149,320030057033149,0
1281,320030058271281,0
1001,320030058541001,54
1231,320030058271231,5
1020,320030057031020,0
1294,320030058271294,0
1289,320030058271289,0
1208,320030075001208,6
1214,320030075001214,0
1052,320030058181052,0
1010,320030075001010,0
1226,320030059021226,0
1027,320030075001027,0
2009,320030032142009,37
2003,320030057122003,8
4182,320030056134182,0
4009,320030058044009,23
3159,320030076003159,0
2008,320030057032008,0
4047,320030055014047,46
1009,320030055021009,0
3056,320030076003056,43
1009,320030055011009,19
2015,320030055032015,0
4026,320030055024026,0
1013,320030057031013,0
1017,320030057031017,0
2104,320030057032104,0
2001,320030058512001,215
1005,320030029441005,40
1225,320030058271225,0
1011,320030029751011,186
1269,320030058271269,0
1005,320030058521005,71
2024,320030032082024,0
2002,320030032142002,24
2011,320030032082011,0
4007,320030033144007,760
1037,320030058181037,0
3153,320030076003153,0
3195,320030076003195,0
4259,320030056134259,0
1018,320030029761018,0
2013,320030055022013,9
2017,320030055032017,102
3006,320030055023006,87
1026,320030055011026,2
2006,320030033102006,14
3010,320030055033010,0
3018,320030055033018,56
3012,320030055033012,113
1005,320030055031005,28
3016,320030055033016,57
1012,320030055031012,41
3015,320030055023015,53
2011,320030055012011,113
2014,320030055012014,49
2195,320030057032195,0
2212,320030057032212,0
2144,320030057032144,0
2142,320030057032142,0
2130,320030057032130,0
2207,320030057032207,0
1030,320030053551030,42
1001,320030053551001,42
1206,320030075001206,0
1164,320030075001164,0
1036,320030075001036,6
1168,320030075001168,23
4000,320030054364000,44
1157,320030075001157,15
2011,320030032232011,62
4308,320030056134308,0
4325,320030056134325,0
4316,320030056134316,0
4319,320030056134319,0
4233,320030056134233,0
4328,320030056134328,0
2001,320030055012001,18
1003,320030053551003,21
4009,320030055024009,0
3005,320030055043005,43
4008,320030055024008,0
4028,320030055024028,0
4031,320030055024031,0
2024,320030057032024,0
2135,320030057032135,0
2122,320030057032122,0
2124,320030057032124,0
2115,320030057032115,0
2227,320030057032227,0
3011,320030029503011,47
3002,320030029503002,78
1245,320030058271245,0
2163,320030057032163,0
2026,320030056122026,1
1266,320030058271266,0
1264,320030058271264,0
2152,320030057032152,0
3010,320030054363010,61
3008,320030054363008,110
1019,320030028141019,130
3013,320030054363013,0
1020,320030028311020,156
1023,320030028311023,26
2009,320030028322009,0
1087,320030075001087,0
1006,320030002011006,65
4243,320030056134243,0
4285,320030056134285,0
4296,320030056134296,1
4407,320030056134407,0
4302,320030056134302,0
4238,320030056134238,0
1005,320030058031005,34
4252,320030056134252,0
1002,320030058031002,36
3010,320030029823010,39
1123,320030059021123,0
1025,320030058281025,46
2046,320030057032046,0
1028,320030055021028,0
1033,320030055021033,0
2014,320030057032014,0
2027,320030057032027,0
1136,320030057111136,0
2076,320030057032076,0
2285,320030057032285,0
1007,320030029501007,54
2507,320030057032507,0
1006,320030029501006,513
1056,320030059021056,0
1079,320030059021079,0
1079,320030075001079,0
1085,320030075001085,0
1002,320030058231002,0
1048,320030075001048,0
1037,320030058231037,0
1071,320030058231071,0
1028,320030058231028,0
2153,320030058272153,29
1011,320030016121011,1
1011,320030058401011,15
1099,320030075001099,18
4000,320030055014000,9
1152,320030058271152,0
1164,320030058271164,0
2525,320030057032525,0
2553,320030057032553,2
3277,320030057033277,12
3170,320030057033170,1
2038,320030057032038,0
2463,320030057032463,0
2393,320030057032393,0
2426,320030057032426,0
2258,320030057032258,0
2324,320030057032324,0
2581,320030057032581,0
1057,320030059021057,0
1019,320030059021019,0
1018,320030059021018,0
1081,320030075001081,0
1120,320030075001120,5
1069,320030033181069,0
1007,320030029761007,0
3079,320030057033079,0
2481,320030057032481,0
3175,320030057033175,0
3089,320030057033089,45
2571,320030057032571,5
2529,320030057032529,0
3307,320030057033307,0
3087,320030057033087,4
2304,320030057032304,1
2354,320030057032354,0
2309,320030057032309,0
2340,320030057032340,0
2344,320030057032344,0
2261,320030057032261,0
2398,320030057032398,0
2402,320030057032402,0
2401,320030057032401,0
2003,320030076002003,0
2112,320030076002112,0
1009,320030059021009,0
1304,320030059021304,0
1295,320030059021295,0
1193,320030075001193,3
1339,320030059021339,0
1307,320030059021307,0
1244,320030059021244,0
4104,320030056134104,0
3007,320030057033007,0
3049,320030057033049,0
3205,320030057033205,0
2028,320030050102028,8
2465,320030057032465,0
2423,320030057032423,0
2471,320030057032471,0
1067,320030057051067,76
2450,320030057032450,0
2456,320030057032456,0
3062,320030076003062,27
3055,320030076003055,4
3050,320030076003050,0
3024,320030076003024,0
3025,320030076003025,72
4011,320030076004011,0
4021,320030076004021,55
3016,320030076003016,142
2128,320030058272128,13
2013,320030057122013,29
4366,320030056134366,0
2006,320030058352006,60
3001,320030049243001,125
3077,320030057033077,0
3323,320030057033323,0
3329,320030057033329,0
3006,320030058543006,78
3007,320030058543007,162
3253,320030057033253,0
3017,320030057033017,0
2457,320030057032457,0
2577,320030057032577,0
2452,320030057032452,0
1013,320030034161013,75
2460,320030057032460,0
3008,320030034163008,66
3021,320030076003021,0
1003,320030056071003,246
2011,320030056072011,103
1012,320030056071012,0
4001,320030076004001,0
2019,320030056142019,0
1112,320030057121112,0
1069,320030059021069,0
1061,320030059021061,0
1032,320030057111032,0
1018,320030057111018,0
2293,320030057032293,0
2275,320030057032275,0
2295,320030057032295,0
2316,320030057032316,0
1062,320030057121062,0
4048,320030055014048,0
1022,320030032331022,0
4022,320030055024022,361
1005,320030051071005,221
1007,320030032621007,0
1003,320030029651003,29
1004,320030029641004,0
1001,320030034191001,318
4003,320030005154003,105
2005,320030032232005,622
2010,320030032232010,44
3011,320030053593011,196
2005,320030054232005,0
1007,320030053411007,46
1022,320030053411022,33
2008,320030053432008,103
1033,320030057111033,0
2013,320030001072013,69
1017,320030029391017,32
3001,320030034183001,69
3007,320030032603007,121
4011,320030032044011,2
3004,320030032043004,55
2001,320030032042001,81
2033,320030032322033,60
2020,320030033032020,34
2006,320030033052006,37
5006,320030033055006,71
3013,320030033103013,11
2006,320030033212006,17
2027,320030034272027,0
2000,320030053152000,357
3015,320030053153015,22
2011,320030028212011,273
2002,320030053142002,70
1002,320030053121002,71
1036,320030051051036,0
1005,320030051081005,75
1003,320030051081003,40
1006,320030051081006,26
2009,320030051082009,67
2011,320030032462011,142
2002,320030032462002,43
1010,320030032461010,65
3023,320030032323023,32
4000,320030033144000,847
2005,320030033212005,24
2000,320030032622000,132
1001,320030058251001,68
2006,320030032232006,15
2007,320030032232007,23
2016,320030032262016,62
1003,320030032491003,35
2010,320030058442010,583
2002,320030033192002,354
1003,320030033201003,43
4019,320030058114019,21
1001,320030053591001,0
1001,320030054211001,55
3003,320030047123003,219
3008,320030047123008,97
3004,320030053203004,24
1009,320030029191009,53
5011,320030028375011,59
3002,320030034083002,130
1011,320030033141011,33
2002,320030034222002,36
3023,320030007003023,2
2002,320030034142002,42
2005,320030034102005,106
1016,320030034101016,2
2019,320030034102019,28
2018,320030034102018,95
1010,320030034101010,50
1019,320030034101019,34
3011,320030036123011,53
1005,320030036121005,117
1014,320030036121014,101
4007,320030036094007,35
4009,320030036094009,98
1006,320030036091006,132
4003,320030036094003,87
2002,320030032622002,64
1016,320030032131016,64
1014,320030032131014,60
1013,320030032131013,51
1011,320030032131011,19
1026,320030032621026,43
2012,320030032622012,44
2015,320030032622015,26
1020,320030032621020,40
1009,320030032511009,28
3015,320030032223015,38
1003,320030032221003,43
1009,320030058441009,54
1005,320030058441005,17
1003,320030058451003,42
1005,320030005171005,6
2000,320030049102000,1062
1003,320030049261003,356
2003,320030016082003,20
2004,320030016082004,23
2008,320030016082008,10
2013,320030029682013,46
2001,320030029682001,42
2010,320030029682010,65
1000,320030053211000,512
2004,320030058032004,91
4001,320030058034001,80
1015,320030028311015,17
2012,320030028412012,80
3029,320030034203029,0
1017,320030028141017,253
1004,320030002011004,131
2003,320030047152003,2
1023,320030036261023,14
2025,320030034132025,18
1519,320030059021519,0
3006,320030028303006,140
1024,320030023021024,0
1010,320030030031010,100
3015,320030033053015,57
1024,320030033121024,35
3012,320030036303012,25
2015,320030034102015,20
1021,320030036301021,184
2013,320030033092013,107
4000,320030033064000,50
2005,320030036122005,60
3007,320030036133007,177
2002,320030036432002,22
2012,320030036432012,110
1004,320030036131004,43
3014,320030036103014,69
1001,320030036131001,83
1006,320030036131006,218
1007,320030036131007,50
2004,320030032222004,74
3011,320030032223011,58
2008,320030032222008,38
1002,320030032501002,105
1008,320030032501008,109
1006,320030032501006,130
1008,320030032231008,48
2002,320030058382002,85
1024,320030058341024,4
1013,320030058311013,0
1039,320030058341039,16
1025,320030058341025,52
2013,320030053372013,197
2017,320030053372017,18
1018,320030053521018,44
1017,320030053521017,82
2010,320030053522010,68
2004,320030053562004,31
2005,320030053382005,82
1009,320030028311009,18
1016,320030058331016,88
2016,320030029752016,84
2011,320030049172011,154
1001,320030029791001,0
1004,320030029791004,0
1017,320030029621017,0
1016,320030029511016,71
1014,320030029511014,86
1012,320030050151012,52
1007,320030028321007,42
2004,320030050072004,87
5018,320030033055018,0
1001,320030049101001,170
3004,320030028383004,46
2001,320030030042001,14
3009,320030032603009,59
3008,320030032603008,50
