"BLOCKCE,C,4","BLOCKID10,C,15","POP10,N,9,0"
1463,320079514011463,0
2063,320079507022063,0
1443,320079514011443,0
1425,320079514011425,7
1164,320079514011164,0
1045,320079514021045,0
1053,320079514021053,0
1065,320079514021065,0
1271,320079514011271,0
1279,320079514011279,0
1312,320079514011312,0
1371,320079514011371,2
1311,320079514011311,0
1016,320079513001016,61
1366,320079514011366,0
3018,320079507013018,25
1715,320079512021715,19
2051,320079512022051,0
2061,320079512022061,0
2035,320079514022035,217
3130,320079514023130,13
2025,320079514022025,80
2017,320079514022017,70
2018,320079514022018,31
3120,320079514023120,0
1172,320079507021172,0
1026,320079512011026,72
1024,320079512011024,98
2006,320079507012006,0
2004,320079517002004,3
3120,320079517003120,0
3371,320079517003371,0
3130,320079517003130,0
3139,320079517003139,0
1676,320079507021676,0
1659,320079507021659,0
1674,320079507021674,0
1613,320079507021613,0
1594,320079507021594,0
1693,320079507021693,0
1455,320079507021455,0
1597,320079507021597,0
1668,320079507021668,0
1694,320079507021694,0
1654,320079507021654,0
1603,320079507021603,0
1427,320079507021427,0
2001,320079514012001,296
2002,320079514012002,38
2007,320079514012007,113
1071,320079514021071,59
1088,320079514021088,88
2052,320079512022052,0
2003,320079514022003,75
1763,320079507021763,3
1703,320079512021703,0
1791,320079512021791,0
1698,320079512021698,0
1882,320079512021882,0
1697,320079512021697,0
3102,320079517003102,0
3022,320079517003022,0
3026,320079517003026,0
3237,320079517003237,0
3030,320079517003030,0
3307,320079517003307,0
3295,320079517003295,0
1606,320079507021606,0
1881,320079507021881,0
1712,320079507021712,0
1721,320079507021721,0
1725,320079507021725,0
1452,320079507021452,0
1583,320079507021583,0
1423,320079507021423,0
1733,320079507021733,0
2022,320079507012022,3
1068,320079514021068,0
2000,320079514022000,128
2026,320079508002026,0
2001,320079514022001,54
2007,320079514022007,46
2013,320079514022013,59
3132,320079514023132,29
3112,320079514023112,0
3246,320079517003246,2
1241,320079514011241,0
3261,320079517003261,0
3264,320079517003264,0
3253,320079517003253,0
3268,320079517003268,6
2678,320079517002678,0
3168,320079517003168,5
1745,320079507021745,0
1651,320079507021651,0
1783,320079507021783,0
1761,320079507021761,0
1752,320079507021752,4
1811,320079507021811,14
1648,320079507021648,0
1855,320079507021855,3
1818,320079507021818,21
3172,320079514023172,0
3158,320079514023158,0
1271,320079517001271,0
1835,320079512021835,2
3126,320079517003126,0
3128,320079517003128,0
3142,320079517003142,0
3314,320079517003314,0
3322,320079517003322,0
3242,320079517003242,0
3246,320079515003246,0
3195,320079515003195,0
2457,320079517002457,5
2474,320079517002474,5
2916,320079517002916,0
1993,320079502001993,0
1624,320079502001624,0
1626,320079502001626,0
1986,320079502001986,0
2014,320079515002014,0
1458,320079502001458,0
1462,320079502001462,0
3090,320079515003090,5
3301,320079515003301,0
2900,320079517002900,0
1173,320079502001173,0
1459,320079514011459,0
2891,320079517002891,0
3754,320079515003754,2
3842,320079515003842,3
3841,320079515003841,0
3089,320079515003089,0
3723,320079515003723,0
3140,320079515003140,1
3060,320079517003060,0
1077,320079507021077,0
1076,320079507021076,0
3045,320079517003045,0
3074,320079514023074,0
1073,320079502001073,0
1196,320079502001196,0
1198,320079502001198,0
1181,320079502001181,6
1249,320079502001249,0
2027,320079515002027,27
3888,320079515003888,0
1059,320079502001059,0
2002,320079502002002,8
2032,320079502002032,16
2024,320079502002024,8
2042,320079502002042,4
2039,320079502002039,0
2023,320079502002023,15
2057,320079502002057,16
2092,320079502002092,0
1161,320079502001161,2
1078,320079502001078,0
2067,320079515002067,0
2082,320079515002082,0
2090,320079515002090,0
1166,320079502001166,0
2095,320079502002095,20
3197,320079517003197,0
2031,320079512022031,0
2058,320079512022058,0
1229,320079502001229,0
2399,320079517002399,8
1132,320079507021132,0
1223,320079502001223,0
1039,320079502001039,0
1358,320079516001358,0
3340,320079515003340,3
1440,320079514011440,0
2072,320079512022072,0
3331,320079515003331,0
3334,320079515003334,15
3335,320079515003335,1
3337,320079515003337,4
3391,320079515003391,0
3293,320079515003293,0
3390,320079515003390,0
3850,320079515003850,0
3025,320079515003025,0
3035,320079512023035,30
3255,320079515003255,0
3822,320079515003822,0
3949,320079515003949,0
3352,320079515003352,0
3668,320079515003668,0
3675,320079515003675,0
3673,320079515003673,0
3665,320079515003665,0
3054,320079515003054,0
3052,320079515003052,0
3956,320079515003956,0
3330,320079515003330,0
3332,320079515003332,0
3371,320079515003371,0
3826,320079515003826,4
3209,320079515003209,0
2115,320079516002115,8
3283,320079515003283,0
1179,320079507021179,0
1719,320079512021719,0
3407,320079515003407,0
3207,320079515003207,0
1393,320079507021393,0
3027,320079507013027,24
1235,320079502001235,0
3892,320079515003892,0
3362,320079515003362,0
3363,320079515003363,0
3420,320079515003420,0
3428,320079515003428,0
3430,320079515003430,0
3995,320079515003995,0
3176,320079515003176,0
3917,320079515003917,0
1360,320079514011360,0
1686,320079507021686,0
1386,320079507021386,0
1213,320079516001213,30
1408,320079507021408,0
2443,320079517002443,0
2434,320079517002434,0
1764,320079502001764,0
2176,320079515002176,0
3414,320079515003414,0
3810,320079515003810,0
3403,320079515003403,0
3098,320079515003098,6
3096,320079515003096,0
3070,320079515003070,0
1010,320079502001010,0
3060,320079515003060,0
3062,320079515003062,0
1068,320079507021068,0
1011,320079502001011,0
1177,320079514011177,32
2487,320079517002487,1
2071,320079507022071,0
1614,320079502001614,0
1620,320079502001620,1
1625,320079502001625,0
3454,320079515003454,0
1250,320079502001250,0
3471,320079515003471,0
3639,320079515003639,0
3865,320079515003865,0
4000,320079515004000,272
2033,320079515002033,0
2957,320079517002957,1
1436,320079516001436,0
3389,320079515003389,0
1031,320079509001031,26
1274,320079517001274,0
1334,320079514011334,8
1444,320079514011444,2
1808,320079512021808,3
2012,320079510002012,2
2075,320079515002075,0
1167,320079516001167,0
1183,320079516001183,34
1025,320079507011025,49
1212,320079512021212,0
4004,320079515004004,89
2088,320079515002088,0
2008,320079516002008,0
2108,320079516002108,15
1288,320079512021288,0
1617,320079507021617,0
2120,320079516002120,18
1666,320079512021666,0
1177,320079517001177,0
3225,320079517003225,0
1254,320079516001254,0
3115,320079515003115,1
3933,320079515003933,0
3937,320079515003937,0
3148,320079515003148,0
3130,320079515003130,0
3929,320079515003929,0
1673,320079512021673,0
1365,320079512021365,0
1452,320079512021452,0
1443,320079512021443,0
1022,320079513001022,0
3117,320079507023117,10
2042,320079507022042,0
3074,320079507023074,0
2050,320079510002050,0
2096,320079515002096,0
3423,320079515003423,0
1241,320079516001241,0
3747,320079515003747,0
1284,320079507021284,0
2063,320079516002063,20
1159,320079517001159,3
2083,320079516002083,16
2120,320079502002120,1
2090,320079516002090,13
1265,320079516001265,6
2190,320079517002190,0
2189,320079517002189,0
3991,320079515003991,20
3071,320079517003071,67
3943,320079515003943,0
3795,320079515003795,0
3067,320079515003067,0
1308,320079517001308,0
1154,320079516001154,0
2961,320079517002961,2
3239,320079517003239,0
1080,320079516001080,0
1040,320079516001040,0
1128,320079516001128,0
1147,320079516001147,0
1956,320079502001956,0
2162,320079515002162,0
3229,320079515003229,0
3922,320079515003922,0
2213,320079517002213,0
2919,320079517002919,0
2725,320079517002725,0
1316,320079507021316,0
3114,320079507023114,2
3832,320079515003832,0
3772,320079515003772,0
2131,320079516002131,0
2081,320079516002081,0
1053,320079512011053,14
1257,320079516001257,0
1274,320079512021274,0
3093,320079515003093,0
1134,320079514011134,0
1308,320079514011308,0
1824,320079507021824,12
2091,320079502002091,0
1073,320079514011073,0
1136,320079514011136,0
1137,320079514011137,0
3881,320079515003881,19
1825,320079507021825,2
1121,320079514011121,0
1562,320079507021562,0
2015,320079512022015,0
2123,320079502002123,14
1552,320079507021552,0
1066,320079508001066,15
3854,320079515003854,0
3056,320079514023056,11
1321,320079514011321,0
3697,320079515003697,0
1037,320079507021037,0
3037,320079514013037,0
1911,320079512021911,0
3100,320079517003100,0
3367,320079517003367,0
2072,320079515002072,0
2046,320079517002046,1
2464,320079517002464,0
2238,320079517002238,0
3001,320079514013001,0
1093,320079514011093,0
3701,320079515003701,1
3733,320079515003733,0
1817,320079502001817,0
3069,320079515003069,0
1554,320079507021554,0
3141,320079515003141,0
2060,320079515002060,0
1294,320079514011294,0
3073,320079517003073,3
1240,320079516001240,0
3184,320079515003184,0
3970,320079515003970,0
1218,320079516001218,11
1415,320079507021415,0
1933,320079507021933,0
1647,320079512021647,0
2962,320079517002962,0
1559,320079507021559,0
3830,320079515003830,0
3018,320079514013018,49
1024,320079514011024,0
2057,320079510002057,0
1317,320079514011317,0
1139,320079514011139,0
3039,320079514013039,0
3026,320079514013026,0
2720,320079517002720,0
2205,320079517002205,0
1032,320079512021032,0
1515,320079512021515,0
1367,320079516001367,0
1089,320079514011089,0
1451,320079516001451,0
3764,320079515003764,0
1150,320079507021150,0
1126,320079507021126,0
1131,320079514011131,0
2930,320079517002930,0
2133,320079515002133,0
3757,320079515003757,0
2055,320079515002055,0
3775,320079515003775,3
2009,320079515002009,0
3372,320079517003372,0
3957,320079515003957,0
2301,320079515002301,0
1114,320079512021114,0
2980,320079517002980,0
3149,320079515003149,0
1868,320079512021868,0
3972,320079515003972,0
1097,320079514011097,0
2990,320079517002990,0
2991,320079517002991,0
2992,320079517002992,0
1706,320079512021706,0
1092,320079514011092,0
2994,320079517002994,0
4007,320079515004007,114
1599,320079507021599,0
1128,320079514011128,0
3147,320079515003147,0
3255,320079517003255,0
3401,320079515003401,0
1242,320079514011242,0
1895,320079512021895,2
1799,320079507021799,0
1797,320079507021797,0
3008,320079507013008,275
3862,320079515003862,0
2049,320079507012049,4
1278,320079507021278,21
2031,320079514022031,140
3871,320079515003871,0
3990,320079515003990,12
4005,320079515004005,0
3013,320079507013013,15
3012,320079507013012,0
1289,320079517001289,8
1123,320079517001123,5
1173,320079514011173,0
1283,320079516001283,0
1161,320079512021161,0
1007,320079507011007,0
1031,320079507011031,0
2017,320079507012017,0
3055,320079507023055,1
1286,320079516001286,0
1042,320079516001042,0
2817,320079517002817,2
2618,320079517002618,0
2813,320079517002813,0
2815,320079517002815,6
2008,320079509002008,0
1822,320079502001822,0
2279,320079515002279,0
2275,320079515002275,0
1403,320079507021403,0
1480,320079507021480,0
1502,320079507021502,0
1504,320079507021504,0
1518,320079507021518,6
1511,320079507021511,5
1508,320079507021508,0
2001,320079512022001,370
1021,320079513001021,62
1534,320079507021534,0
1519,320079507021519,4
1514,320079507021514,0
1495,320079507021495,0
1513,320079507021513,3
1492,320079507021492,2
1499,320079507021499,0
1481,320079502001481,0
1483,320079502001483,0
1444,320079516001444,0
1036,320079516001036,0
1006,320079516001006,0
1005,320079516001005,0
1024,320079509001024,26
1132,320079516001132,2
1453,320079516001453,0
1256,320079507021256,8
3561,320079515003561,0
3573,320079515003573,0
3587,320079515003587,0
3106,320079507023106,8
3252,320079515003252,0
2576,320079517002576,0
2523,320079517002523,0
2558,320079517002558,0
2561,320079517002561,0
2546,320079517002546,0
2540,320079517002540,0
2544,320079517002544,0
2498,320079517002498,0
1476,320079507021476,0
1521,320079507021521,0
1001,320079507021001,0
1002,320079507021002,0
1484,320079507021484,0
1328,320079502001328,0
1974,320079502001974,0
1897,320079502001897,0
1026,320079516001026,0
1008,320079516001008,0
1145,320079516001145,0
2142,320079516002142,0
1281,320079516001281,0
1302,320079516001302,0
2296,320079517002296,0
2940,320079517002940,0
3525,320079515003525,0
3529,320079515003529,0
1420,320079514011420,0
1462,320079514011462,1
1421,320079514011421,0
1238,320079507021238,0
1231,320079502001231,0
2533,320079517002533,0
1292,320079507021292,0
1040,320079514011040,0
3003,320079514023003,0
1797,320079512021797,0
3156,320079507023156,0
1171,320079516001171,0
2060,320079516002060,0
2049,320079516002049,16
2054,320079516002054,11
1238,320079516001238,17
1250,320079516001250,0
1235,320079516001235,10
1149,320079516001149,0
1059,320079516001059,0
1086,320079516001086,0
1210,320079516001210,0
2033,320079516002033,5
2034,320079510002034,0
2297,320079517002297,0
3605,320079515003605,0
3604,320079515003604,0
3613,320079515003613,0
1307,320079507021307,0
3524,320079515003524,0
2586,320079517002586,0
2592,320079517002592,0
2593,320079517002593,0
1231,320079516001231,0
2821,320079517002821,11
1103,320079502001103,0
1047,320079502001047,0
1650,320079502001650,0
1671,320079502001671,0
1611,320079512021611,0
1612,320079512021612,0
1609,320079512021609,0
2063,320079510002063,0
1160,320079502001160,0
2103,320079516002103,12
2104,320079516002104,5
1219,320079516001219,8
1315,320079516001315,0
2100,320079517002100,0
2096,320079517002096,0
2345,320079517002345,0
1025,320079502001025,4
1310,320079507021310,0
2164,320079515002164,0
2153,320079515002153,0
2169,320079515002169,0
2830,320079517002830,0
2827,320079517002827,0
2826,320079517002826,0
1593,320079512021593,0
1422,320079516001422,0
1502,320079512021502,0
1595,320079512021595,0
1497,320079512021497,0
1689,320079512021689,5
1854,320079512021854,0
1684,320079512021684,0
1859,320079512021859,0
1509,320079512021509,0
1073,320079512021073,0
1020,320079512021020,0
1022,320079512021022,0
3110,320079514023110,31
2062,320079516002062,0
2128,320079516002128,11
2081,320079517002081,0
2061,320079517002061,0
2136,320079515002136,0
2229,320079515002229,0
3045,320079507023045,2
2810,320079517002810,0
2800,320079517002800,0
1048,320079507021048,0
1628,320079502001628,0
1602,320079502001602,0
2348,320079517002348,0
2970,320079517002970,0
2352,320079517002352,0
2022,320079517002022,0
2025,320079517002025,0
3004,320079512023004,20
2034,320079517002034,0
2033,320079517002033,0
2145,320079515002145,0
2113,320079513002113,3
2130,320079515002130,0
2245,320079515002245,0
1054,320079517001054,0
2243,320079515002243,0
1045,320079507021045,0
2581,320079517002581,0
1135,320079502001135,0
1034,320079507021034,0
2584,320079517002584,0
1975,320079507021975,0
1980,320079507021980,0
1300,320079502001300,42
1311,320079502001311,5
1284,320079502001284,0
2036,320079517002036,0
2020,320079517002020,0
2132,320079513002132,0
2081,320079507022081,40
1662,320079502001662,0
1677,320079502001677,0
2031,320079510002031,28
2105,320079513002105,28
1722,320079502001722,0
1725,320079502001725,0
1834,320079502001834,0
1973,320079507021973,0
2567,320079517002567,0
2886,320079517002886,0
2589,320079517002589,0
1102,320079507021102,0
1057,320079502001057,0
1585,320079502001585,0
1896,320079502001896,0
1532,320079502001532,0
1863,320079502001863,0
1864,320079502001864,0
1760,320079512021760,0
1684,320079502001684,0
1345,320079516001345,0
1241,320079507021241,0
2638,320079517002638,0
1549,320079502001549,0
1572,320079502001572,0
1584,320079502001584,0
1883,320079502001883,0
2120,320079517002120,0
2124,320079517002124,0
2277,320079517002277,0
2278,320079517002278,3
3498,320079515003498,0
1807,320079502001807,0
1816,320079502001816,0
1798,320079502001798,0
3250,320079515003250,0
1791,320079502001791,0
1788,320079502001788,0
2836,320079517002836,0
2845,320079517002845,0
1075,320079507021075,0
1099,320079502001099,0
3549,320079515003549,0
2108,320079517002108,0
3535,320079515003535,0
3496,320079515003496,0
3589,320079515003589,0
3595,320079515003595,0
3607,320079515003607,0
3590,320079515003590,0
1800,320079502001800,0
1083,320079507021083,0
1862,320079502001862,0
1904,320079502001904,0
1903,320079502001903,0
1881,320079502001881,0
1635,320079512021635,0
2007,320079515002007,8
1608,320079512021608,0
1569,320079512021569,0
1067,320079512021067,0
1513,320079512021513,0
1506,320079502001506,0
2300,320079517002300,0
3484,320079515003484,0
3507,320079515003507,0
2327,320079517002327,0
2515,320079517002515,0
1127,320079502001127,0
3531,320079515003531,0
1410,320079507021410,0
2020,320079513002020,0
1034,320079508001034,10
1053,320079510001053,5
1048,320079509001048,37
1041,320079507021041,0
1941,320079507021941,0
1668,320079502001668,0
1666,320079502001666,0
1848,320079502001848,0
1763,320079502001763,0
2101,320079515002101,0
2187,320079515002187,0
2196,320079515002196,0
1079,320079502001079,0
1641,320079507021641,7
2160,320079517002160,0
2188,320079517002188,0
2933,320079517002933,0
2932,320079517002932,0
2935,320079517002935,0
2450,320079517002450,0
2912,320079517002912,0
2020,320079509002020,0
2109,320079515002109,0
2297,320079515002297,0
2105,320079515002105,0
2652,320079517002652,0
2657,320079517002657,0
2374,320079517002374,0
2385,320079517002385,0
2215,320079515002215,0
1076,320079514021076,0
1357,320079514011357,0
2855,320079517002855,0
2862,320079517002862,0
1062,320079512021062,0
1521,320079512021521,0
1060,320079512021060,0
1622,320079502001622,0
2019,320079517002019,0
1850,320079507021850,0
2052,320079509002052,0
2289,320079515002289,0
2605,320079517002605,0
1240,320079507021240,0
1200,320079507021200,0
2077,320079502002077,0
1095,320079502001095,0
1237,320079507021237,0
1477,320079502001477,0
2645,320079517002645,0
2664,320079517002664,0
2651,320079517002651,0
2599,320079517002599,0
2268,320079515002268,0
2277,320079515002277,0
1099,320079507021099,0
1398,320079507021398,4
1399,320079507021399,0
1097,320079507021097,3
1461,320079507021461,0
1116,320079514011116,19
1068,320079514011068,0
1053,320079514011053,0
3148,320079514023148,8
3079,320079514023079,0
3153,320079514023153,0
3157,320079514023157,0
1109,320079514021109,0
2068,320079510002068,0
1048,320079517001048,0
1015,320079517001015,0
1110,320079517001110,0
1026,320079517001026,6
1102,320079517001102,0
3161,320079515003161,0
1097,320079517001097,0
1032,320079517001032,0
1066,320079517001066,0
3311,320079517003311,0
3336,320079517003336,0
3243,320079517003243,0
3283,320079517003283,0
3320,320079517003320,0
3293,320079517003293,0
1088,320079502001088,0
1046,320079514011046,0
1036,320079514011036,0
3007,320079514023007,0
1348,320079514011348,0
1037,320079510001037,14
1178,320079502001178,1
2028,320079508002028,15
1346,320079502001346,0
3038,320079514023038,0
1390,320079502001390,0
1392,320079502001392,0
1300,320079517001300,0
1249,320079517001249,0
1220,320079517001220,0
1143,320079517001143,16
1294,320079517001294,4
1295,320079517001295,0
1193,320079517001193,0
1178,320079517001178,0
2712,320079517002712,0
3166,320079517003166,0
3185,320079517003185,0
3195,320079517003195,0
3179,320079517003179,0
2745,320079517002745,1
2714,320079517002714,0
1452,320079514011452,0
1341,320079502001341,2
3008,320079514023008,0
1938,320079502001938,0
1292,320079502001292,0
1448,320079507021448,0
1343,320079516001343,2
1089,320079516001089,0
1359,320079516001359,0
1362,320079516001362,0
1365,320079516001365,0
1322,320079516001322,0
1090,320079516001090,6
1205,320079517001205,14
2876,320079517002876,0
1462,320079512021462,2
1278,320079517001278,13
1008,320079517001008,0
1113,320079517001113,0
1013,320079517001013,0
1128,320079517001128,29
1231,320079517001231,0
1127,320079517001127,38
1161,320079517001161,0
1160,320079517001160,0
1001,320079517001001,0
2168,320079517002168,0
3164,320079517003164,2
3163,320079517003163,2
3172,320079517003172,0
3162,320079517003162,0
3113,320079517003113,0
3219,320079517003219,0
2074,320079502002074,1
1280,320079502001280,18
1272,320079507021272,0
1074,320079516001074,0
1001,320079510001001,11
2041,320079508002041,11
1092,320079516001092,0
1375,320079516001375,0
1380,320079512021380,1
1104,320079512021104,0
1396,320079512021396,4
1400,320079512021400,5
1366,320079512021366,17
1897,320079512021897,9
1404,320079512021404,9
2176,320079517002176,0
2251,320079517002251,21
2683,320079517002683,0
3286,320079517003286,0
3349,320079515003349,6
2141,320079517002141,0
3340,320079517003340,0
2741,320079517002741,0
3036,320079507023036,0
1442,320079516001442,1
1281,320079507021281,0
2120,320079507022120,0
2099,320079507022099,22
2098,320079507022098,13
3133,320079507023133,0
3146,320079507023146,0
2009,320079507012009,34
1012,320079508001012,0
1327,320079512021327,0
1379,320079512021379,15
1460,320079512021460,2
2029,320079512012029,139
2028,320079512012028,18
1019,320079512011019,12
2037,320079512012037,54
1041,320079512011041,19
1043,320079512011043,42
1046,320079512011046,76
2040,320079512012040,65
1724,320079512021724,0
3118,320079514023118,147
2222,320079517002222,0
2152,320079517002152,0
2230,320079517002230,0
2140,320079517002140,0
2624,320079517002624,0
2627,320079517002627,0
2770,320079517002770,0
3207,320079517003207,0
1062,320079508001062,0
1011,320079508001011,65
1067,320079508001067,14
4028,320079507024028,15
1010,320079509001010,10
1048,320079508001048,0
1031,320079508001031,8
2037,320079508002037,14
2025,320079508002025,45
1028,320079509001028,30
2042,320079508002042,17
2062,320079513002062,0
1756,320079512021756,37
1820,320079512021820,0
1827,320079512021827,0
1026,320079512021026,0
1053,320079508001053,8
1734,320079512021734,0
1740,320079512021740,0
1824,320079512021824,0
1742,320079512021742,0
1049,320079512021049,0
1028,320079512021028,4
1042,320079508001042,9
2131,320079517002131,0
2135,320079517002135,0
2019,320079512022019,51
2892,320079517002892,0
3043,320079515003043,0
1002,320079507011002,0
3012,320079515003012,0
1037,320079509001037,16
1004,320079510001004,13
1020,320079510001020,17
1018,320079510001018,17
2094,320079513002094,0
1050,320079510001050,15
1068,320079510001068,16
2135,320079513002135,0
2013,320079510002013,0
2047,320079510002047,20
2040,320079510002040,34
2012,320079512022012,19
3053,320079512023053,0
1408,320079502001408,0
1283,320079502001283,0
1420,320079502001420,0
1417,320079502001417,0
2127,320079517002127,0
2209,320079517002209,0
1447,320079514011447,0
3395,320079515003395,0
3053,320079507023053,0
3022,320079507023022,0
3040,320079512023040,3
3017,320079512023017,0
1153,320079512021153,0
1146,320079512021146,0
1185,320079512021185,0
1156,320079512021156,0
1157,320079512021157,0
1142,320079512021142,0
1216,320079512021216,0
1133,320079512021133,0
1245,320079512021245,0
1251,320079512021251,0
1440,320079502001440,0
2240,320079517002240,0
2229,320079517002229,0
3021,320079507023021,0
1536,320079502001536,0
3015,320079507023015,0
3078,320079507023078,11
3152,320079507023152,0
3006,320079507023006,0
1123,320079507021123,0
1303,320079512021303,0
2037,320079512022037,0
1305,320079512021305,0
1311,320079512021311,0
1295,320079512021295,0
1294,320079512021294,0
1271,320079512021271,0
1135,320079512021135,0
1342,320079512021342,0
2038,320079513002038,0
2025,320079510002025,0
1240,320079502001240,0
1524,320079502001524,0
1513,320079502001513,0
1502,320079502001502,0
1512,320079502001512,0
2025,320079512022025,0
2257,320079517002257,0
1955,320079507021955,0
1952,320079507021952,0
1947,320079507021947,0
1345,320079507021345,0
1155,320079507021155,0
1336,320079507021336,0
3032,320079507013032,63
3031,320079507013031,78
2043,320079513002043,0
2070,320079513002070,12
2042,320079510002042,20
2043,320079510002043,19
2066,320079513002066,0
3641,320079515003641,0
2022,320079510002022,0
2021,320079510002021,3
1485,320079512021485,0
2050,320079512022050,0
1424,320079512021424,2
1091,320079512021091,5
2216,320079517002216,0
3038,320079507023038,0
1968,320079507021968,0
1970,320079507021970,0
1990,320079507021990,0
1820,320079507021820,13
1328,320079507021328,3
1854,320079507021854,0
1848,320079507021848,18
1326,320079507021326,0
1856,320079507021856,22
1833,320079507021833,9
2078,320079510002078,0
1006,320079508001006,0
2035,320079507022035,0
1313,320079517001313,0
2018,320079509002018,50
1016,320079508001016,0
1042,320079509001042,15
1039,320079510001039,14
1019,320079510001019,22
1011,320079507011011,141
1392,320079516001392,0
1399,320079516001399,0
1391,320079516001391,0
1434,320079516001434,0
1414,320079516001414,0
1043,320079509001043,44
1910,320079507021910,7
1196,320079507021196,15
1832,320079507021832,2
1434,320079514011434,0
1158,320079514011158,0
1240,320079514011240,0
2014,320079507022014,21
2017,320079507022017,11
2022,320079507022022,1
2024,320079507022024,0
1176,320079514011176,0
1183,320079514011183,12
1021,320079516001021,0
1016,320079516001016,0
1025,320079514021025,0
1414,320079514011414,9
1274,320079514011274,0
1250,320079514011250,0
1042,320079514021042,0
2019,320079513002019,43
1032,320079512011032,11
3095,320079514023095,3
3104,320079514023104,1
3176,320079514023176,0
1389,320079502001389,0
2008,320079517002008,0
2698,320079517002698,0
2695,320079517002695,5
1195,320079514011195,1
1178,320079514011178,0
1442,320079514011442,2
2064,320079507022064,0
1282,320079514011282,0
1309,320079514011309,0
1390,320079514011390,0
1014,320079513001014,29
3002,320079514013002,2
2017,320079512022017,6
3100,320079514023100,0
1468,320079512021468,7
1097,320079512021097,3
1713,320079512021713,0
2059,320079512022059,0
2108,320079507022108,60
2019,320079514022019,130
1023,320079512011023,88
3091,320079517003091,0
3092,320079517003092,0
3099,320079517003099,0
3137,320079517003137,0
3144,320079517003144,0
3136,320079517003136,0
3048,320079517003048,0
1428,320079507021428,0
1672,320079507021672,0
1677,320079507021677,0
1573,320079507021573,14
1695,320079507021695,0
1724,320079507021724,0
2023,320079508002023,3
3034,320079514013034,208
3032,320079514013032,75
2013,320079512022013,4
2006,320079514012006,90
1356,320079514011356,0
2005,320079512012005,0
2015,320079512012015,0
1846,320079512021846,0
1704,320079512021704,0
1819,320079512021819,0
1268,320079514011268,0
3105,320079517003105,0
3141,320079517003141,0
3029,320079517003029,0
3020,320079517003020,0
3018,320079517003018,0
1703,320079507021703,0
1451,320079507021451,0
1584,320079507021584,6
1436,320079507021436,0
1886,320079507021886,0
1887,320079507021887,0
1736,320079507021736,0
1579,320079507021579,7
1093,320079514021093,5
1011,320079514021011,0
1014,320079514021014,0
1118,320079514021118,0
1017,320079514021017,0
1034,320079514021034,0
1070,320079514021070,0
2026,320079514022026,71
2158,320079517002158,0
2169,320079517002169,0
2146,320079517002146,0
1074,320079502001074,0
3009,320079517003009,0
3257,320079517003257,0
3254,320079517003254,0
1744,320079507021744,3
1866,320079507021866,4
1784,320079507021784,0
1788,320079507021788,2
1762,320079507021762,21
1120,320079514011120,0
1642,320079507021642,0
1791,320079507021791,17
1795,320079507021795,3
1823,320079507021823,7
1890,320079507021890,8
1901,320079507021901,16
1902,320079507021902,1
1108,320079514021108,0
1119,320079514021119,0
3098,320079514023098,0
3084,320079514023084,0
2144,320079517002144,0
2145,320079517002145,0
2143,320079517002143,0
1015,320079512021015,0
3125,320079517003125,0
3115,320079517003115,0
3261,320079515003261,0
3086,320079515003086,12
2006,320079509002006,0
3212,320079515003212,0
2435,320079517002435,0
2430,320079517002430,0
1906,320079512021906,0
2903,320079517002903,0
2899,320079517002899,0
1985,320079502001985,0
1961,320079502001961,0
2015,320079515002015,0
2029,320079515002029,0
3870,320079515003870,0
1269,320079502001269,0
1663,320079502001663,0
3021,320079514013021,0
2920,320079517002920,0
2893,320079517002893,2
2894,320079517002894,0
1593,320079502001593,0
1468,320079502001468,0
1690,320079502001690,0
1847,320079502001847,0
1264,320079502001264,0
1272,320079502001272,0
3133,320079515003133,2
3737,320079515003737,0
3739,320079515003739,0
3735,320079515003735,0
3753,320079515003753,0
1057,320079507021057,0
3086,320079517003086,0
3089,320079517003089,0
3083,320079517003083,24
2473,320079517002473,0
1195,320079502001195,0
1202,320079502001202,0
1207,320079502001207,0
1180,320079502001180,2
1245,320079502001245,0
3478,320079515003478,0
1951,320079502001951,5
2012,320079502002012,4
2056,320079502002056,17
1086,320079502001086,15
1213,320079502001213,0
2078,320079515002078,0
1401,320079507021401,0
2035,320079502002035,0
2445,320079517002445,0
2063,320079512022063,0
2045,320079512022045,0
2046,320079512022046,0
2039,320079512022039,0
2048,320079512022048,0
2069,320079512022069,0
2077,320079512022077,0
1218,320079502001218,0
2787,320079517002787,0
2782,320079517002782,0
3058,320079507023058,0
1948,320079502001948,0
1054,320079502001054,0
2036,320079512022036,0
3081,320079514023081,0
1705,320079512021705,0
3324,320079515003324,0
3380,320079515003380,0
3211,320079517003211,0
3201,320079517003201,0
2006,320079515002006,23
2050,320079515002050,0
2004,320079515002004,81
3985,320079515003985,0
1427,320079514011427,0
1561,320079507021561,0
2042,320079507012042,0
1338,320079514011338,0
3007,320079512023007,46
1245,320079516001245,9
3276,320079515003276,0
3286,320079515003286,0
3913,320079515003913,0
3844,320079515003844,0
3004,320079515003004,0
1222,320079516001222,7
3016,320079515003016,0
3035,320079515003035,0
3021,320079515003021,0
3909,320079515003909,0
3346,320079515003346,0
2021,320079512022021,0
3327,320079515003327,0
3256,320079515003256,0
3254,320079515003254,0
3236,320079515003236,1
3235,320079515003235,0
3100,320079515003100,0
2859,320079517002859,0
2850,320079517002850,0
3267,320079515003267,0
